,NODE_ID,정류소명,X좌표,Y좌표,법정동코드,법정동_구,법정동,academy_cnt,kindergarten_cnt,mart_cnt,restaurant_cnt,school_cnt,university_cnt,subway_cnt,tour_cnt,cafe_cnt,hospital_cnt,culture_cnt,univ_hospital_cnt,public_office_cnt,employee_cnt,alone_ratio,emp_corp_ratio,population_15to64,RIDE_SUM_6_10,ALIGHT_SUM_6_10,Label
1208,103000103,뚝도시장구길,127.0549268,37.53755207,1120011500,성동구,성수동2가,32,8,0,357,4,0,0,0,81,21,4,0,4,80717,0.19271761805423857,6.700730532956999,20000,75935,10232,0
1209,103000104,성수동진주타운,127.0575775,37.5365536,1120011500,성동구,성수동2가,21,6,0,313,2,0,0,0,63,21,3,0,3,80717,0.19271761805423857,6.700730532956999,20000,16660,6021,0
1210,103000105,성수동진주타운,127.0574923,37.53675909,1120011500,성동구,성수동2가,23,6,0,323,2,0,0,0,65,22,4,0,4,80717,0.19271761805423857,6.700730532956999,20000,25751,7331,0
1211,103000106,영동대교,127.059982,37.536356,1120011500,성동구,성수동2가,17,7,0,246,3,0,0,2,48,19,5,0,2,80717,0.19271761805423857,6.700730532956999,20000,866,13655,0
1212,103000107,영동대교,127.0603486,37.53637019,1120011500,성동구,성수동2가,16,8,0,250,3,0,0,2,49,22,5,0,2,80717,0.19271761805423857,6.700730532956999,20000,26331,9961,0
1213,103000108,화양사거리,127.0665273,37.54701783,1120011500,성동구,성수동2가,49,14,1,473,1,0,0,0,119,34,2,0,4,80717,0.19271761805423857,6.700730532956999,20000,200163,203346,0
1214,103000109,성수사거리.성수초등학교,127.064266,37.54288846,1120011500,성동구,성수동2가,51,7,0,694,1,0,0,4,173,38,7,0,0,80717,0.19271761805423857,6.700730532956999,20000,56048,71105,0
1215,103000110,서울효사랑병원,127.0634353,37.54149762,1120011500,성동구,성수동2가,43,6,0,531,3,0,0,4,146,36,6,0,0,80717,0.19271761805423857,6.700730532956999,20000,58716,83889,0
1216,103000111,성수2가3동주민센터,127.0555186,37.54950604,1120011500,성동구,성수동2가,11,6,1,219,0,0,0,0,74,13,4,0,2,80717,0.19271761805423857,6.700730532956999,20000,31337,68285,0
1217,103000112,제인병원,127.0569422,37.54926927,1120011800,성동구,송정동,13,7,2,207,0,0,0,0,66,17,4,0,2,9574,0.2421277129594781,4.297127468581688,12130,20126,58132,0
1218,103000113,성동세무서앞,127.0624052,37.54792118,1120011500,성동구,성수동2가,11,4,0,214,1,0,0,0,77,11,4,0,0,80717,0.19271761805423857,6.700730532956999,20000,22113,140794,0
1219,103000114,성동세무서,127.0643373,37.54823913,1120011800,성동구,송정동,20,8,0,240,1,0,0,0,78,18,4,0,1,9574,0.2421277129594781,4.297127468581688,12130,161928,128280,0
1220,103000115,송정동서울숲아이파크,127.0693827,37.55193887,1120011800,성동구,송정동,37,15,0,237,4,0,0,1,65,28,1,0,2,9574,0.2421277129594781,4.297127468581688,12130,109057,74351,0
1221,103000116,송정동건영아파트,127.0712975,37.55534026,1120011800,성동구,송정동,35,14,0,176,2,0,0,1,42,2,1,0,2,9574,0.2421277129594781,4.297127468581688,12130,95797,32073,0
1222,103000117,군자교남단,127.0725526,37.5574868,1120011800,성동구,송정동,27,10,0,238,2,0,0,0,48,6,1,0,2,9574,0.2421277129594781,4.297127468581688,12130,46963,43542,0
1223,103000118,신답역,127.047589,37.57013733,1120012200,성동구,용답동,35,13,0,149,1,0,1,2,28,16,0,0,4,6416,0.2722183344996501,5.004680187207488,4294,43656,28927,0
1224,103000119,용답동.로데오거리.답십리역,127.0537647,37.56570221,1120012200,성동구,용답동,41,6,1,324,1,0,2,2,49,56,0,0,3,6416,0.2722183344996501,5.004680187207488,4294,91430,31888,0
1225,103000120,서울교통공사.서울새활용플라자,127.0569134,37.5620495,1120012200,성동구,용답동,13,7,0,220,2,0,0,1,38,27,1,0,2,6416,0.2722183344996501,5.004680187207488,4294,7649,28242,0
1226,103000121,뚝섬서울숲,127.0366012,37.54461804,1120011400,성동구,성수동1가,1,0,0,33,2,0,0,8,37,0,1,0,0,37002,0.17301353531103164,4.998243955153316,22118,11864,18411,0
1227,103000122,뚝섬서울숲,127.0362417,37.54555862,1120011400,성동구,성수동1가,1,0,0,37,2,0,0,6,39,0,1,0,0,37002,0.17301353531103164,4.998243955153316,22118,40117,66192,0
1228,103000123,옥수복지센터앞,127.0131358,37.54646184,1120011300,성동구,옥수동,52,17,2,89,3,0,1,1,21,30,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,61645,59815,0
1229,103000124,옥수복지센터앞,127.0130192,37.54633931,1120011300,성동구,옥수동,54,18,2,88,3,0,1,1,20,29,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,61645,59815,0
1230,103000125,사근동하이츠아파트앞,127.049044,37.56128694,1120010600,성동구,사근동,15,9,0,123,4,2,1,1,32,20,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,2791,5479,0
1231,103000126,사근동하이츠아파트앞,127.0486882,37.56130618,1120010600,성동구,사근동,14,9,0,118,5,2,1,1,32,19,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,97925,178,0
1232,103000127,사근동주민센터,127.0458354,37.56077567,1120010600,성동구,사근동,7,7,0,212,5,2,1,2,64,23,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,666,6582,0
1233,103000128,사근동주민센터,127.0459294,37.56090629,1120010600,성동구,사근동,7,8,0,179,5,2,1,2,55,23,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,19939,279,0
1234,103000129,사근고개,127.0445033,37.56114293,1120010600,성동구,사근동,9,9,0,375,6,2,0,2,86,23,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,270,5810,0
1235,103000130,사근고개,127.0445102,37.56125556,1120010600,성동구,사근동,9,9,0,362,4,2,0,2,85,23,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,7733,6503,0
1236,103000131,한양지구대,127.04194,37.56012653,1120010700,성동구,행당동,27,2,2,501,5,0,4,2,125,31,4,0,3,16110,0.14330225421928477,5.059673366834171,31696,8807,8932,0
1237,103000132,한양지구대,127.0419242,37.56024458,1120010700,성동구,행당동,27,2,2,502,4,0,4,2,126,31,4,0,3,16110,0.14330225421928477,5.059673366834171,31696,4497,13596,0
1238,103000133,사근동벽산아파트,127.0499269,37.5601892,1120010600,성동구,사근동,12,7,0,103,4,2,1,0,27,4,0,1,1,5582,0.3680136244000619,8.043227665706052,5450,2315,10113,0
1239,103000134,뚝섬역8번출구,127.0461131,37.54743777,1120011400,성동구,성수동1가,51,8,1,539,3,0,2,4,247,34,24,0,3,37002,0.17301353531103164,4.998243955153316,22118,14727,94364,0
1240,103000135,뚝섬역2번출구,127.046846,37.547575,1120011400,성동구,성수동1가,60,8,1,538,3,0,2,2,236,35,23,0,3,37002,0.17301353531103164,4.998243955153316,22118,49847,16018,0
1241,103000136,뚝섬역5번출구,127.0490124,37.54647223,1120011400,성동구,성수동1가,64,9,1,601,4,0,2,2,228,40,18,0,4,37002,0.17301353531103164,4.998243955153316,22118,38874,45081,0
1242,103000137,뚝섬역4번출구,127.0493645,37.54671628,1120011400,성동구,성수동1가,63,9,1,609,4,0,1,2,222,44,17,0,3,37002,0.17301353531103164,4.998243955153316,22118,30520,59101,0
1243,103000138,성수역1번출구,127.0536324,37.54543126,1120011500,성동구,성수동2가,49,9,2,593,2,0,1,4,210,60,18,0,2,80717,0.19271761805423857,6.700730532956999,20000,44482,85192,0
1244,103000139,성수동SK아파트형공장앞,127.050228,37.545888,1120011500,성동구,성수동2가,63,9,0,671,4,0,1,2,236,47,19,0,1,80717,0.19271761805423857,6.700730532956999,20000,113,8322,0
1245,103000140,성수동SK아파트형공장앞,127.0500259,37.54576985,1120011400,성동구,성수동1가,61,8,0,660,4,0,1,1,232,45,19,0,1,37002,0.17301353531103164,4.998243955153316,22118,12024,2006,0
1246,103000141,경동초등학교입구,127.0495174,37.54352183,1120011400,성동구,성수동1가,57,8,0,580,5,0,2,2,195,39,20,0,2,37002,0.17301353531103164,4.998243955153316,22118,1499,18795,0
1247,103000142,경동초등학교입구,127.0492129,37.5433913,1120011400,성동구,성수동1가,60,8,0,551,5,0,2,2,192,36,20,0,2,37002,0.17301353531103164,4.998243955153316,22118,10213,7510,0
1248,103000143,경일초등학교앞,127.0483399,37.54076586,1120011400,성동구,성수동1가,57,14,0,254,6,0,1,1,98,14,11,0,3,37002,0.17301353531103164,4.998243955153316,22118,5898,15126,0
1249,103000144,경일초등학교앞,127.0482269,37.54107228,1120011400,성동구,성수동1가,54,14,0,260,6,0,1,1,106,12,12,0,3,37002,0.17301353531103164,4.998243955153316,22118,16757,11747,0
1250,103000145,한양여대앞,127.0503,37.55951,1120010600,성동구,사근동,9,6,0,75,4,2,1,0,24,2,0,1,1,5582,0.3680136244000619,8.043227665706052,5450,934,29721,0
1251,103000146,대림상가,127.0342933,37.55399886,1120010800,성동구,응봉동,55,14,0,66,5,0,1,0,13,14,0,0,2,1237,0.07153532608695652,2.278084714548803,10394,61645,59815,0
1252,103000147,응봉역,127.0353178,37.55199452,1120010800,성동구,응봉동,34,14,0,45,2,0,1,0,8,6,0,0,2,1237,0.07153532608695652,2.278084714548803,10394,61645,59815,0
1253,103000148,한신아파트정문,127.0358172,37.55487607,1120010700,성동구,행당동,64,14,1,119,4,0,0,0,24,22,6,0,3,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1254,103000149,한신아파트후문,127.0370108,37.55394127,1120010700,성동구,행당동,50,11,1,72,6,0,1,0,17,11,2,0,2,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1255,103000150,도선고등학교.꽃재교회,127.0284544,37.56695455,1120010200,성동구,하왕십리동,89,21,0,286,3,0,1,1,84,45,1,0,2,5808,0.1410966798173678,3.0313152400835075,16762,13130,5647,0
1256,103000152,리버하우스,127.0510061,37.55090026,1120011400,성동구,성수동1가,33,6,0,182,0,0,0,0,94,14,5,0,2,37002,0.17301353531103164,4.998243955153316,22118,17859,46578,0
1257,103000153,리버하우스,127.0506905,37.5512302,1120011400,성동구,성수동1가,33,6,0,165,0,0,0,0,86,14,3,0,0,37002,0.17301353531103164,4.998243955153316,22118,17605,48749,0
1258,103000156,성동제일새마을금고,127.0473306,37.56077959,1120010600,성동구,사근동,4,6,0,63,5,2,1,1,26,20,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,990,8990,0
1259,103000157,성동제일새마을금고,127.0473013,37.56088413,1120010600,성동구,사근동,4,7,0,64,5,2,1,1,26,20,0,1,2,5582,0.3680136244000619,8.043227665706052,5450,54084,235,0
1260,103000159,청계9가.텐즈힐2단지 정문앞,127.0253847,37.57072089,1120010100,성동구,상왕십리동,53,13,1,300,2,0,1,1,78,20,2,0,1,2868,0.14021000617665225,3.6030150753768844,4787,23578,3429,0
1261,103000161,청계천문화관,127.0347291,37.57120781,1120010500,성동구,마장동,34,13,0,127,1,0,1,0,27,10,1,0,2,12181,0.1703765535151178,3.2939426717144404,16198,61645,59815,0
1262,103000162,뚝섬서울숲,127.0374676,37.54338669,1120011400,성동구,성수동1가,1,0,0,21,2,0,0,7,15,0,1,0,0,37002,0.17301353531103164,4.998243955153316,22118,2175,2504,0
1263,103000163,서울숲1번출입구,127.04278,37.54246297,1120011400,성동구,성수동1가,20,5,0,156,2,0,1,5,89,8,17,0,3,37002,0.17301353531103164,4.998243955153316,22118,1089,2695,0
1264,103000164,서울숲1번출입구,127.0429744,37.54197811,1120011400,성동구,성수동1가,24,5,0,125,2,0,1,5,65,5,16,0,0,37002,0.17301353531103164,4.998243955153316,22118,419,1045,0
1265,103000165,용답휴식공원,127.0482535,37.5693459,1120012200,성동구,용답동,31,11,1,123,0,0,2,1,21,14,0,0,4,6416,0.2722183344996501,5.004680187207488,4294,7186,11263,0
1266,103000166,용답휴식공원,127.0479373,37.56955418,1120012200,성동구,용답동,34,12,0,117,1,0,2,1,21,14,0,0,4,6416,0.2722183344996501,5.004680187207488,4294,36941,77861,0
1267,103000167,성수2가3동주민센터,127.054782,37.55023742,1120011800,성동구,송정동,10,6,1,164,0,0,0,0,76,8,4,0,2,9574,0.2421277129594781,4.297127468581688,12130,24372,34099,0
1268,103000168,극동그린아파트앞,127.0112565,37.54180878,1120011300,성동구,옥수동,57,14,1,102,2,0,0,2,29,23,1,0,3,4700,0.09718327033288623,3.418181818181818,17695,22150,25020,0
1269,103000169,마장역,127.0437189,37.56677063,1120010500,성동구,마장동,18,13,0,125,2,0,2,3,26,10,0,0,2,12181,0.1703765535151178,3.2939426717144404,16198,22598,77587,0
1270,103000170,행당신동아.행당푸르지오아파트,127.0340193,37.55614084,1120010700,성동구,행당동,130,17,1,207,4,0,1,0,39,40,4,0,4,16110,0.14330225421928477,5.059673366834171,31696,146109,20737,0
1271,103000171,숭신초등학교,127.0280257,37.56719612,1120010200,성동구,하왕십리동,87,22,0,294,3,0,1,1,83,51,1,0,2,5808,0.1410966798173678,3.0313152400835075,16762,3703,12474,0
1272,103000172,극동아파트,127.0241104,37.55796619,1120010200,성동구,하왕십리동,60,26,2,77,4,0,1,1,23,31,0,0,5,5808,0.1410966798173678,3.0313152400835075,16762,93992,12810,0
1273,103000173,풍림아파트,127.0237711,37.55894124,1120010200,성동구,하왕십리동,47,26,0,69,2,0,0,1,16,18,0,0,4,5808,0.1410966798173678,3.0313152400835075,16762,108494,13396,0
1274,103000174,벽산아파트,127.0256886,37.55560229,1120010700,성동구,행당동,84,27,2,96,3,0,2,1,34,41,0,0,5,16110,0.14330225421928477,5.059673366834171,31696,47846,24749,0
1275,103000175,대림아파트,127.024926,37.55657383,1120010700,성동구,행당동,71,24,2,100,4,0,2,1,31,41,0,0,4,16110,0.14330225421928477,5.059673366834171,31696,44070,10293,0
1276,103000176,행당역,127.0290983,37.5570009,1120010700,성동구,행당동,105,19,1,166,5,0,1,0,32,36,0,0,2,16110,0.14330225421928477,5.059673366834171,31696,97991,105362,0
1277,103000177,행당역,127.0287644,37.55707937,1120010700,성동구,행당동,107,20,1,153,4,0,1,0,33,34,0,0,2,16110,0.14330225421928477,5.059673366834171,31696,23717,48290,0
1278,103000178,무학여고,127.0330163,37.55839115,1120010700,성동구,행당동,148,16,2,344,4,0,2,0,61,88,4,0,7,16110,0.14330225421928477,5.059673366834171,31696,7551,22400,0
1279,103000179,극동그린아파트,127.011905,37.54206463,1120011300,성동구,옥수동,62,15,1,113,2,0,1,2,30,26,0,0,3,4700,0.09718327033288623,3.418181818181818,17695,11959,8034,0
1280,103000181,성수역,127.0536652,37.54542313,1120011500,성동구,성수동2가,49,9,2,594,2,0,1,4,210,60,18,0,2,80717,0.19271761805423857,6.700730532956999,20000,61645,59815,0
1281,103000183,성수동차고지,127.055682,37.535793,1120011500,성동구,성수동2가,20,5,0,280,2,0,0,0,58,21,3,0,3,80717,0.19271761805423857,6.700730532956999,20000,46733,1062,0
1282,103000185,제민약국,127.0586378,37.53654947,1120011500,성동구,성수동2가,14,7,0,310,2,0,0,0,63,16,6,0,2,80717,0.19271761805423857,6.700730532956999,20000,21899,5131,0
1283,103000186,왕십리자이.신당현대아파트,127.02363,37.560847,1120010200,성동구,하왕십리동,27,19,0,147,5,0,0,0,19,7,2,0,1,5808,0.1410966798173678,3.0313152400835075,16762,31926,6814,0
1284,103000187,왕십리자이.신당현대아파트,127.0240536,37.56099096,1120010200,성동구,하왕십리동,25,20,0,140,5,0,0,0,24,6,1,0,2,5808,0.1410966798173678,3.0313152400835075,16762,111065,12064,0
1285,103000188,제민약국,127.058488,37.536507,1120011500,성동구,성수동2가,15,7,0,309,2,0,0,0,63,16,3,0,2,80717,0.19271761805423857,6.700730532956999,20000,2685,9115,0
1286,103000189,우리은행화양동지점,127.066129,37.548118,1120011500,성동구,성수동2가,39,15,0,380,1,0,0,0,103,28,3,0,4,80717,0.19271761805423857,6.700730532956999,20000,65879,110448,0
1287,103000190,왕십리역,127.035856,37.56035831,1120010700,성동구,행당동,92,7,2,808,4,0,4,2,144,78,6,0,8,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1288,103000191,황학교.텐즈힐몰,127.0236037,37.57005175,1120010100,성동구,상왕십리동,55,12,1,403,2,0,0,2,73,30,2,0,3,2868,0.14021000617665225,3.6030150753768844,4787,39161,24289,0
1289,103000233,영동대교북단,127.0607201,37.53685389,1120011500,성동구,성수동2가,18,8,0,304,3,0,0,1,54,23,6,0,2,80717,0.19271761805423857,6.700730532956999,20000,61645,59815,0
1290,103000276,성동구청,127.0358596,37.5629886,1120010400,성동구,도선동,68,11,2,684,1,0,4,2,126,69,7,0,9,2868,0.14021000617665225,3.6030150753768844,4787,61645,59815,0
1291,103000277,성동구청,127.036301,37.56298126,1120010700,성동구,행당동,63,11,2,703,1,0,4,2,129,66,7,0,8,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1292,103000278,무학여고,127.033877,37.558122,1120010700,성동구,행당동,157,15,1,322,4,0,2,0,61,83,4,0,8,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1293,103000279,무학여고,127.034245,37.5581,1120010700,성동구,행당동,131,15,0,317,4,0,3,0,53,68,4,0,7,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1294,103000280,응봉사거리,127.0340902,37.5553019,1120010700,성동구,행당동,109,17,1,153,5,0,1,0,30,30,4,0,2,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1295,103000281,응봉사거리,127.0344919,37.55508011,1120010700,성동구,행당동,98,17,0,142,4,0,0,0,25,23,4,0,3,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1296,103000283,옥정중학교,127.0109723,37.54103026,1120011300,성동구,옥수동,51,12,1,85,2,0,0,2,22,16,5,0,4,4700,0.09718327033288623,3.418181818181818,17695,61645,59815,0
1297,103000284,옥수동삼성아파트,127.0145522,37.5437629,1120011300,성동구,옥수동,69,19,1,139,4,0,1,0,37,31,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,61645,59815,0
1298,103000285,금옥초등학교,127.0184062,37.54639356,1120011200,성동구,금호동4가,52,20,1,270,2,0,1,0,36,60,0,0,3,2281,0.11824668705402651,2.4553283100107643,9753,61645,59815,0
1299,103000286,금호사거리,127.0258809,37.54885305,1120011000,성동구,금호동2가,52,25,0,237,1,0,0,1,41,37,0,0,3,1430,0.11487964989059081,2.1029411764705883,8037,61645,59815,0
1300,103000287,금호119안전센터,127.0247415,37.55315241,1120010900,성동구,금호동1가,65,26,1,161,3,0,1,1,43,26,1,0,4,2286,0.10422878828950935,2.8790931989924435,10584,61645,59815,0
1301,103000288,신금호역,127.0205418,37.55464273,1120010900,성동구,금호동1가,48,18,1,131,7,0,1,2,36,23,1,0,4,2286,0.10422878828950935,2.8790931989924435,10584,61645,59815,0
1302,103000290,성동보건소앞,127.0331037,37.56650818,1120010300,성동구,홍익동,53,18,1,430,3,0,1,2,69,55,1,0,4,2868,0.14021000617665225,3.6030150753768844,4787,61645,59815,0
1303,103000291,성동보건소,127.0334647,37.56625757,1120010300,성동구,홍익동,52,17,1,441,2,0,1,2,70,58,1,0,4,2868,0.14021000617665225,3.6030150753768844,4787,61645,59815,0
1304,103000292,왕십리광장.왕십리역4번출구,127.0371334,37.56136444,1120010700,성동구,행당동,82,6,2,827,2,0,4,3,149,78,6,0,7,16110,0.14330225421928477,5.059673366834171,31696,97574,194049,0
1305,103000293,왕십리광장.왕십리역7번출구,127.036651,37.56105011,1120010700,성동구,행당동,85,6,2,820,1,0,4,3,148,78,6,0,8,16110,0.14330225421928477,5.059673366834171,31696,62477,339271,0
1306,103000294,성동구,127.0509962,37.5580072,1120010600,성동구,사근동,5,4,0,34,3,2,1,0,19,0,0,1,0,5582,0.3680136244000619,8.043227665706052,5450,61645,59815,0
1307,103000295,왕십리도선동주민센터,127.0245766,37.56777539,1120010100,성동구,상왕십리동,59,19,1,452,4,0,0,2,85,53,2,0,4,2868,0.14021000617665225,3.6030150753768844,4787,8748,13315,0
1308,103000296,한양여대앞,127.0508473,37.55870471,1120010600,성동구,사근동,7,4,0,51,3,2,1,0,20,0,0,1,0,5582,0.3680136244000619,8.043227665706052,5450,9113,409,0
1309,103000297,한양대동문앞,127.049676,37.55564329,1120010600,성동구,사근동,0,2,0,10,3,2,0,0,10,0,3,1,0,5582,0.3680136244000619,8.043227665706052,5450,296,4886,0
1310,103000505,행당중학교,127.0432164,37.55382789,1120010700,성동구,행당동,6,4,1,74,3,0,1,0,36,1,5,0,1,16110,0.14330225421928477,5.059673366834171,31696,521,4075,0
1311,103000506,옥수파크힐스아파트앞,127.0130317,37.54726305,1120011300,성동구,옥수동,48,16,2,70,3,0,1,1,20,29,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,1614,8925,0
1312,103000507,옥수파크힐스아파트앞,127.0128701,37.54701702,1120011300,성동구,옥수동,55,15,2,82,3,0,1,1,21,30,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,25941,1271,0
1313,103000508,청계한신휴플러스,127.0448864,37.57179418,1123010500,동대문구,답십리동,36,15,0,173,4,0,1,2,27,11,0,0,0,18996,0.12916659155234267,3.1607321131447588,40211,38019,35169,0
1314,103000509,뉴타운아파트,127.0271118,37.5648197,1120010200,성동구,하왕십리동,77,21,0,286,5,0,1,0,85,60,1,0,4,5808,0.1410966798173678,3.0313152400835075,16762,31817,57900,0
1315,103000510,마장동축산물시장,127.0373187,37.56954316,1120010500,성동구,마장동,22,13,0,189,2,0,0,1,19,7,1,0,2,12181,0.1703765535151178,3.2939426717144404,16198,61645,59815,0
1316,103000511,서울숲공원,127.0425737,37.5420906,1120011400,성동구,성수동1가,17,4,0,102,2,0,1,6,61,5,14,0,1,37002,0.17301353531103164,4.998243955153316,22118,61645,59815,0
1317,103000512,성수역수제화거리,127.054619,37.545157,1120011500,성동구,성수동2가,39,8,2,593,1,0,1,4,202,45,17,0,2,80717,0.19271761805423857,6.700730532956999,20000,61645,59815,0
1318,103000513,한양대역,127.0432471,37.55686515,1120010700,성동구,행당동,14,1,1,327,3,0,1,1,71,24,5,0,2,16110,0.14330225421928477,5.059673366834171,31696,61645,59815,0
1319,103000514,서울숲리버뷰자이아파트제1주차장,127.0393856,37.55469099,1120010700,성동구,행당동,39,10,1,145,3,0,1,0,35,7,4,0,1,16110,0.14330225421928477,5.059673366834171,31696,11737,189,0
1320,103000515,신금호역4번출구,127.020381,37.55413886,1120011000,성동구,금호동2가,42,20,1,127,7,0,1,2,35,23,1,0,4,1430,0.11487964989059081,2.1029411764705883,8037,61645,59815,0
1321,103900001,두산아파트111동,127.0161833,37.55068039,1120011100,성동구,금호동3가,45,17,1,176,2,0,1,1,30,21,1,0,2,1430,0.11487964989059081,2.1029411764705883,8037,353,2133,0
1322,103900002,금호역.3호선,127.0166253,37.54829423,1120011200,성동구,금호동4가,48,18,1,187,1,0,1,1,32,41,0,0,1,2281,0.11824668705402651,2.4553283100107643,9753,56562,8673,0
1323,103900003,금호역,127.0164273,37.54842402,1120011200,성동구,금호동4가,47,18,1,180,2,0,1,1,31,37,0,0,1,2281,0.11824668705402651,2.4553283100107643,9753,43757,2297,0
1324,103900004,극동아파트4동,127.0116845,37.5435055,1120011300,성동구,옥수동,65,17,1,110,4,0,0,3,31,25,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,13139,25,0
1325,103900005,극동아파트4동,127.0115883,37.54353164,1120011300,성동구,옥수동,65,17,1,110,4,0,0,3,31,24,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,89,9579,0
1326,103900006,두산아파트109동,127.0167637,37.54981796,1120011100,성동구,금호동3가,51,18,1,204,2,0,1,1,35,30,1,0,3,1430,0.11487964989059081,2.1029411764705883,8037,362,198,0
1327,103900007,두산아파트111동,127.0160758,37.5505885,1120011100,성동구,금호동3가,45,16,1,169,2,0,1,1,29,21,1,0,2,1430,0.11487964989059081,2.1029411764705883,8037,12356,163,0
1328,103900008,극동아파트7동,127.0126657,37.54372076,1120011300,성동구,옥수동,64,20,1,120,4,0,1,2,33,25,0,0,2,4700,0.09718327033288623,3.418181818181818,17695,2041,93,0
1329,103900009,금남시장앞.백범학원터,127.021648,37.54827449,1120011200,성동구,금호동4가,59,27,1,297,3,0,0,0,48,45,0,0,2,2281,0.11824668705402651,2.4553283100107643,9753,27834,11775,0
1330,103900010,금호사거리,127.0250613,37.5481765,1120011100,성동구,금호동3가,51,25,0,254,1,0,0,1,40,41,0,0,3,1430,0.11487964989059081,2.1029411764705883,8037,24817,6676,0
1331,103900011,신동아아파트,127.0300982,37.54976756,1120010800,성동구,응봉동,34,16,0,74,2,0,1,1,22,6,0,0,2,1237,0.07153532608695652,2.278084714548803,10394,46722,4151,0
1332,103900012,신동아아파트후문,127.0328358,37.55468771,1120010700,성동구,행당동,119,16,1,138,5,0,1,0,31,38,0,0,2,16110,0.14330225421928477,5.059673366834171,31696,1040,7484,0
1333,103900013,현대공업사앞,127.0323427,37.55008701,1120010800,성동구,응봉동,26,14,0,32,2,0,1,1,7,3,0,0,2,1237,0.07153532608695652,2.278084714548803,10394,5770,1251,0
1334,103900014,행당서울숲푸르지오109동앞,127.0318012,37.55438612,1120010700,성동구,행당동,110,22,1,125,6,0,1,0,28,33,0,0,3,16110,0.14330225421928477,5.059673366834171,31696,7346,1741,0
1335,103900015,응봉경로당앞,127.031694,37.55238843,1120010800,성동구,응봉동,47,21,0,49,2,0,1,1,10,7,0,0,2,1237,0.07153532608695652,2.278084714548803,10394,8269,468,0
1336,103900016,응봉역.광희중,127.0344034,37.55220114,1120010800,성동구,응봉동,35,16,0,46,3,0,1,0,9,6,0,0,3,1237,0.07153532608695652,2.278084714548803,10394,12315,7638,0
1337,103900017,성동중앙교회.벽산아파트정문,127.0245787,37.55344656,1120010900,성동구,금호동1가,66,28,1,164,3,0,1,1,43,27,1,0,4,2286,0.10422878828950935,2.8790931989924435,10584,7462,7492,0
1338,103900018,무학중학교.무학여고,127.0332891,37.55842262,1120010700,성동구,행당동,151,16,2,350,4,0,2,0,62,88,4,0,8,16110,0.14330225421928477,5.059673366834171,31696,20312,6269,0
1339,103900019,무학중학교.무학여고,127.0331283,37.55821,1120010700,성동구,행당동,157,17,1,329,4,0,2,0,60,82,4,0,7,16110,0.14330225421928477,5.059673366834171,31696,10082,50737,0
1340,103900020,원형화단,127.0194898,37.54859296,1120011100,성동구,금호동3가,45,18,1,247,3,0,1,1,39,44,1,0,2,1430,0.11487964989059081,2.1029411764705883,8037,32407,37439,0
1341,103900021,두산아파트정문.금호역,127.0168427,37.54853119,1120011100,성동구,금호동3가,47,19,1,195,1,0,1,1,32,40,0,0,1,1430,0.11487964989059081,2.1029411764705883,8037,5785,1505,0
1342,103900022,신금호역,127.0204908,37.55459318,1120010900,성동구,금호동1가,47,18,1,131,7,0,1,2,36,23,1,0,4,2286,0.10422878828950935,2.8790931989924435,10584,52312,18217,0
1343,103900023,송정동자치회관입구,127.0677194,37.55118021,1120011800,성동구,송정동,34,15,0,258,3,0,0,1,66,29,0,0,2,9574,0.2421277129594781,4.297127468581688,12130,3249,8,0
1344,103900024,무쇠막,127.0246948,37.54527775,1120011200,성동구,금호동4가,25,14,0,193,1,0,0,0,30,34,0,0,2,2281,0.11824668705402651,2.4553283100107643,9753,8207,13624,0
1345,103900025,금호1가동주민센터,127.0221955,37.55512902,1120010900,성동구,금호동1가,44,22,1,140,7,0,1,1,35,24,1,0,4,2286,0.10422878828950935,2.8790931989924435,10584,1084,709,0
1346,103900026,대경생활과학고등학교,127.017537,37.55597143,1120011000,성동구,금호동2가,55,12,1,141,6,0,1,2,42,21,1,0,7,1430,0.11487964989059081,2.1029411764705883,8037,775,11,0
