호선명,지하철역,역사명,노선명,시,구,동,법정동코드,산존재여부,X좌표,Y좌표,사용월,"06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원"
5호선,마천,마천,5호선,서울,송파구,마천동,1171011400,N,127.1523206,37.49467062,202103,10678,3540,28046,4355,26596,11051,11781,6078
5호선,마천,마천,5호선,서울,송파구,마천동,1171011400,N,127.1523206,37.49467062,202102,7463,2913,18786,3450,19068,8873,9739,5067
5호선,마천,마천,5호선,서울,송파구,마천동,1171011400,N,127.1523206,37.49467062,202101,8048,3152,20314,3660,20039,9202,9862,5225
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202212,7798,6923,26110,20835,35838,73024,18878,36000
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202211,8085,6899,27248,20492,36746,72177,19956,37061
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202210,7901,6797,25773,19311,34043,66178,18690,33490
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202209,7793,6827,25782,20605,33386,67919,17365,32733
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202208,8233,7009,25442,22526,33399,70230,17012,34367
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202207,8280,8145,25827,22511,34085,71403,17218,34266
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202206,8247,10392,25541,21576,33874,69919,17524,33770
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202205,8326,12635,26423,21574,35142,73343,18554,34231
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202204,7779,13798,24523,20152,31953,70306,16830,32656
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202203,6795,13228,21739,19114,28451,64961,14849,29969
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202202,5351,9669,17622,17670,24492,55393,13338,28092
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202201,6290,10729,20724,20319,30514,66087,16367,32441
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202112,6988,11149,22664,21462,32755,69437,17161,36509
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202111,7461,10676,24300,23054,34528,70885,17798,36501
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202110,6873,9764,20937,20771,29013,61105,16019,31145
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202109,6533,8870,19563,19918,26162,57615,14409,29788
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202108,6922,9603,20060,21322,26929,59528,14528,31524
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202107,7237,9341,21771,22226,29509,66424,15167,33122
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202106,7623,9557,25125,23048,33769,73636,16960,35851
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202105,6871,9597,22535,21712,30252,64876,15888,33624
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202104,7235,10787,25034,24033,33912,72700,16861,35944
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202103,7150,10895,25494,23608,33774,72493,16759,35898
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202102,5490,7733,18135,19053,26355,57730,12972,29193
5호선,마포,마포,5호선,서울,마포구,도화동,1144010400,N,126.9459204,37.53958379,202101,6169,7887,19546,20868,27209,61081,13348,31631
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202212,13690,3507,34571,6534,32886,11684,18889,9198
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202211,14454,3669,36828,7287,32251,13671,19400,10401
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202210,13854,3882,34785,6947,31912,13547,19349,9843
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202209,13926,3537,35514,6834,31372,13490,17982,9228
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202208,13735,3800,34324,6798,30227,12016,16610,9997
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202207,14065,3895,35406,6695,32177,12592,18123,10010
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202206,14332,3662,35067,7370,32522,13099,18145,9954
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202205,14721,3840,36606,7739,34164,14124,19489,9990
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202204,13302,3545,34065,7115,31340,13135,17203,9109
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202203,12053,3499,30944,6679,28042,12002,14963,8425
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202202,9361,2783,26007,4690,22922,9383,13021,8161
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202201,11207,2999,30659,5077,29001,10100,14963,8821
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202112,11902,3307,34691,6520,31978,12376,15890,9702
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202111,11975,3510,35952,6452,33584,12545,17347,9861
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202110,10780,3094,30843,6648,29234,11571,16424,8994
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202109,10094,3103,28943,6331,26305,10554,14174,8345
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202108,10457,3141,29533,6045,26710,9638,14202,8717
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202107,11798,3374,32598,6038,28872,10489,14795,9032
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202106,12792,3477,36425,7064,32756,12240,16253,9479
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202105,11654,3247,32191,6269,29867,11551,15774,9388
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202104,12680,3430,37308,6982,33111,12655,16169,9523
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202103,12639,2843,37566,6676,33465,11505,15916,8696
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202102,9079,2321,27933,4340,25685,7888,13067,7250
5호선,명일,명일,5호선,서울,강동구,명일동,1174010100,N,127.1440009,37.55126028,202101,10078,2361,29359,4333,27477,8110,13458,6684
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202212,19803,5428,58114,11777,74907,26904,35863,20748
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202211,21317,5758,62901,13868,79509,26528,38110,20918
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202210,20374,5995,57905,14767,74563,26042,36997,20811
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202209,20134,5375,59496,14594,74606,25398,34969,19915
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202208,20545,5481,57700,15099,72238,26194,32831,21055
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202207,21035,5702,58936,15537,74372,27514,33690,20679
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202206,20572,5625,59521,15851,74942,26587,34881,20259
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202205,21708,6178,62544,15921,77062,27417,36797,20236
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202204,19532,5359,57798,15252,69351,26434,32157,19239
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202203,17610,5016,52609,14103,62416,24909,28253,18899
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202202,14482,4346,43266,10390,54151,22558,25282,17894
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202201,16851,4871,50895,11887,65614,25818,29991,20374
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202112,18442,5335,54909,11714,70381,27928,31711,21443
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202111,19544,6217,56288,12950,73113,27505,32970,20836
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202110,17760,6254,48808,13073,62257,25497,30356,19572
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202109,17078,5882,46388,12962,57479,23972,27689,17495
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202108,17683,5998,47288,12786,58441,26250,28110,18876
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202107,18835,6588,52387,13897,61935,27483,29805,20174
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202106,20107,6595,58356,15408,71299,28894,32447,21242
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202105,18370,6290,52058,13727,63547,26330,31135,20187
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202104,19869,6488,59378,14452,71500,27847,32127,20832
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202103,20058,6636,60568,14185,71139,28180,32689,20702
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202102,15127,4955,46005,9613,55753,22654,26051,16711
5호선,목동,목동,5호선,서울,양천구,목동,1147010200,N,126.8647426,37.52619868,202101,16311,4948,47624,10154,58237,24888,26847,18283
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202212,22936,6262,65754,11977,62820,24194,33463,21152
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202211,24398,6582,70406,12506,63331,24809,33352,21547
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202210,22625,7416,66485,12233,63440,23972,34350,20591
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202209,22840,6646,66885,11974,61959,23428,30808,19256
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202208,23164,6688,64544,12663,59092,23532,29501,20728
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202207,24057,7277,66063,12149,61413,24541,30803,21288
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202206,23739,7069,67009,11942,61914,23691,30873,20508
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202205,24982,7416,69312,12161,65801,24179,32568,20258
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202204,22850,6788,63269,11712,60637,22505,29551,18564
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202203,20597,6224,57886,10335,54584,20201,26176,16830
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202202,17027,5539,49682,8372,44440,17759,22607,15170
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202201,20351,7108,59983,9888,54088,20246,27423,16826
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202112,22307,8728,65973,11702,59322,21723,28968,18032
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202111,22881,9089,68761,11419,62803,21934,30257,17960
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202110,20717,8527,59382,10790,55691,19006,28428,17382
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202109,19464,7880,54662,10100,49909,17494,24479,15394
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202108,19822,7888,53733,10119,49919,17870,24219,16338
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202107,21143,9288,57389,9857,54449,19375,25520,15395
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202106,22653,9298,64202,10057,60370,19894,27512,15425
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202105,20523,8419,56618,9191,54429,17267,26817,14579
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202104,22468,8590,64145,9776,59190,18028,27789,14619
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202103,22128,8253,67067,8835,59069,15929,28032,12894
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202102,16584,5795,50223,6463,46185,12278,22043,10004
5호선,미사,미사,5호선,경기,하남시,망월동,4145010900,N,127.1926972,37.56310319,202101,18052,6144,54925,7100,49521,14567,23172,11390
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202212,9422,12912,26219,36370,29459,109547,18531,58684
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202211,9937,13560,28769,39088,30394,113049,19451,61110
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202210,9816,13861,26624,36422,28650,104598,19041,55640
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202209,9353,13082,26303,36590,28236,105342,17949,53721
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202208,9637,13940,25736,37271,27477,107820,17356,56729
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202207,10095,13316,26264,38006,28051,110879,18094,56925
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202206,9373,12682,26552,37101,27637,108573,17906,57712
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202205,9911,12865,27449,37319,29021,112473,18657,59863
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202204,8678,11520,25183,33821,26923,105322,16685,56152
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202203,7783,10942,22980,32161,24585,99090,14981,52769
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202202,6240,9440,19717,25335,21318,82018,13131,45480
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202201,7154,10879,23125,29353,25227,98452,15589,51814
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202112,7895,12045,24746,31767,27309,102548,16265,55585
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202111,8284,12978,26275,33477,27746,108543,16997,58621
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202110,7940,11831,22909,29488,23946,91955,16185,53229
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202109,7720,11534,21623,28224,22100,86546,14440,48752
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202108,7953,13018,22221,28995,22734,87040,14843,49627
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202107,8658,14050,24009,31241,24261,91837,15605,51642
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202106,8981,14160,26196,33962,26646,106194,16394,57155
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202105,8539,13714,23301,30485,24518,96000,15579,53268
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202104,8846,13626,25897,32953,26609,108104,15971,54473
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202103,8601,13095,25611,32569,26642,111027,15762,53803
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202102,6487,10421,19475,23045,20607,77439,12666,41663
5호선,발산,발산,5호선,서울,강서구,마곡동,1150010500,N,126.8373108,37.55902927,202101,6947,11268,20300,24299,21589,80139,13267,43244
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202212,7159,3915,18363,7447,18259,23701,11571,12364
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202211,7426,3880,19345,7701,17580,24644,12236,12547
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202210,7218,3871,18685,7459,17852,23261,12485,12719
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202209,7178,3759,19088,7596,17668,23344,11306,11874
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202208,7426,4043,17778,7726,16826,24529,10334,13042
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202207,7680,4156,18386,7807,17837,25232,11065,13193
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202206,7292,3855,18726,7930,17339,24654,11319,12451
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202205,7320,4089,20062,8405,18528,26032,11801,12685
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202204,6900,3711,18893,8130,16747,25189,10623,12010
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202203,6517,3691,17163,7850,15001,24155,9409,11015
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202202,5391,3168,13745,6122,12767,19565,8372,11111
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202201,6163,3528,16172,7673,15978,23453,10246,12820
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202112,7018,3723,17839,8188,17251,23956,10042,12976
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202111,7183,3863,18923,8171,18254,24446,10786,12585
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202110,6557,3610,16817,7304,15344,21740,9980,11651
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202109,6087,3559,16045,7082,14033,20428,8630,10735
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202108,6449,3916,15883,7578,14279,21357,8836,11098
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202107,6919,4236,17381,7604,15534,22606,9176,11945
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202106,7325,4140,19567,7977,17127,23727,10027,12412
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202105,6632,3945,16850,7230,15450,21161,9228,12478
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202104,7156,3468,19392,7962,16715,23582,9478,12717
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202103,6968,3577,20091,7998,16665,24503,9945,12318
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202102,5670,3043,14431,6123,13670,18656,7748,10749
5호선,방이,방이,5호선,서울,송파구,방이동,1171011100,N,127.1258547,37.50855645,202101,6094,3400,15104,6657,14292,21087,8313,11368
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202212,10874,3806,26723,5460,26064,13446,14652,7055
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202211,11296,3980,28563,5651,26789,12689,14885,7893
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202210,11050,3804,26692,5304,24764,12645,14767,7500
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202209,10979,3595,27121,5400,24062,12106,13641,6957
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202208,10949,3857,26968,5705,24342,11858,13644,7208
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202207,10885,3896,27423,5965,25190,13112,14036,7368
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202206,10675,3654,27083,6148,24576,13401,13598,6913
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202205,11071,3580,28175,6078,25469,13888,14563,7364
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202204,9974,3272,25758,5956,23945,13047,13141,6414
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202203,9151,3173,24005,5411,21705,11454,11862,5671
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202202,7591,2860,19442,3375,19127,8238,10651,5384
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202201,8837,3370,23050,3902,22581,10565,12895,6015
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202112,10079,3356,25833,5196,24026,14718,13099,7046
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202111,10347,3476,27095,5083,25127,13923,13600,7360
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202110,9585,3390,24291,4961,22169,13087,13292,6772
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202109,8935,3053,23002,4875,20168,12577,11666,6377
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202108,9415,3283,23476,4941,20653,11414,12068,6435
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202107,10080,3590,25407,5178,22133,12657,12370,6658
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202106,10777,3548,27818,5855,24183,14416,12917,6843
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202105,9997,3442,24647,5215,22100,12654,12684,6669
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202104,10552,3343,27498,5830,24057,14102,12794,6517
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202103,10436,3403,27701,5630,24149,13978,13039,6905
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202102,8035,2785,20637,3306,19010,8792,10839,5881
5호선,방화,방화,5호선,서울,강서구,방화동,1150010900,N,126.8126299,37.57700311,202101,8597,3061,21871,3355,20598,9595,10795,6102
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202212,28486,7524,76204,12149,56760,16360,33105,9803
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202211,30537,6993,79968,12564,55691,18273,33555,10566
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202210,28573,6954,76009,11819,55394,17221,33992,10531
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202209,29269,6146,78198,11659,55239,16614,32050,9591
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202208,30260,6421,76651,11722,54747,16369,30923,10371
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202207,31479,6443,79398,11831,56489,16907,32121,10142
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202206,30809,6145,79506,11516,56107,16321,32791,9533
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202205,32190,6305,82536,12060,59180,16881,35488,10180
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202204,28717,5996,77688,11604,53137,16738,31325,9657
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202203,25150,5342,72400,10710,47193,15663,27286,8714
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202202,21124,4442,62810,8286,40634,14355,23664,8321
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202201,26157,5130,76600,9513,51622,15903,29553,9404
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202112,28327,5717,85079,10736,56404,18745,31359,9890
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202111,29726,5366,88417,11083,60749,18490,32476,10133
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202110,26651,5199,77352,10023,51908,16692,30378,10031
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202109,25461,4773,72591,9992,47276,15306,27024,9182
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202108,25924,5505,72699,9986,48367,15302,27126,9738
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202107,29041,5663,81132,10885,52669,16667,28074,10009
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202106,32201,5438,91435,11833,59210,17970,31327,10103
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202105,28937,5006,79837,10785,54941,16404,30004,9909
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202104,31963,5380,90967,11721,60416,18101,30853,9939
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202103,33782,5419,97226,12817,69429,20367,33919,10271
5호선,상일동,상일동,5호선,서울,강동구,상일동,1174010300,N,127.1658292,37.55666438,202102,24915,4176,71206,9403,53439,16638,27056,8219
