NODE_ID,ARS_ID,정류소명,X좌표,Y좌표,법정동코드,법정동_구,법정동,행정동코드,행정동,academy_cnt,kindergarten_cnt,mart_cnt,restaurant_cnt,school_cnt,subway_cnt,tour_cnt,cafe_cnt,hospital_cnt,culture_cnt,public_office_cnt
100000001,1001,종로2가사거리,126.9877499,37.56976513,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,184,8,0,1486,0,5,16,403,62,68,10
100000002,1002,창경궁.서울대학교병원,126.996566,37.57918302,1111016600,종로구,연건동,1111061500,종로1.2.3.4가동,2,4,0,195,3,0,26,88,12,19,1
100000003,1003,명륜3가.성대입구,126.9983401,37.58267117,1111017200,종로구,명륜4가,1111065000,혜화동,48,2,1,566,3,1,19,214,32,146,2
100000004,1004,종로2가.삼일교,126.9876131,37.56857927,1111013500,종로구,관철동,1111061500,종로1.2.3.4가동,165,10,0,1404,1,3,13,351,73,52,7
100000005,1005,혜화동로터리.여운형활동터,127.001744,37.586243,1111016900,종로구,혜화동,1111065000,혜화동,71,8,3,594,4,2,4,235,36,145,4
100000006,1101,경기상고,126.9693635,37.58755022,1111010100,종로구,청운동,1111051500,청운효자동,9,4,0,23,5,0,3,10,3,6,5
100000007,1102,신교동,126.9702627,37.58329552,1111010400,종로구,효자동,1111051500,청운효자동,29,6,0,203,3,0,9,113,8,19,8
100000008,1103,경기상고,126.9697701,37.58719079,1111010100,종로구,청운동,1111051500,청운효자동,9,4,0,23,5,0,4,10,3,6,6
100000009,1104,경복고교,126.9710437,37.58511319,1111010100,종로구,청운동,1111051500,청운효자동,14,4,0,54,5,0,6,35,6,10,9
100000010,1105,청운중학교,126.9725135,37.58785196,1111010100,종로구,청운동,1111051500,청운효자동,2,2,0,14,5,0,3,9,3,3,5
100000011,1106,자하문고개.윤동주문학관,126.9671262,37.59218662,1111010100,종로구,청운동,1111051500,청운효자동,4,1,0,33,2,0,0,37,0,15,1
100000012,1107,자하문고개.윤동주문학관,126.9671907,37.59233532,1111010100,종로구,청운동,1111051500,청운효자동,4,1,0,33,2,0,0,37,0,14,1
100000013,1108,청운중학교,126.9724613,37.58812858,1111010100,종로구,청운동,1111051500,청운효자동,1,2,0,11,5,0,3,7,2,3,5
100000014,1109,경복고교,126.9711547,37.58496634,1111010300,종로구,궁정동,1111051500,청운효자동,14,4,0,68,5,0,6,36,6,11,9
100000015,1110,통인시장종로구보건소,126.97105,37.5803257,1111010800,종로구,통인동,1111051500,청운효자동,40,6,0,481,3,0,9,187,21,29,9
100000016,1111,통인시장종로구보건소,126.9713851,37.58051321,1111010500,종로구,창성동,1111051500,청운효자동,39,6,0,474,2,0,9,185,21,29,9
100000017,1112,효자동,126.970621,37.58309104,1111010400,종로구,효자동,1111051500,청운효자동,30,6,0,222,2,0,8,117,8,19,8
100000018,1113,사직단.어린이도서관,126.9679907,37.57513553,1111011500,종로구,사직동,1111053000,사직동,23,9,1,466,3,0,8,157,22,16,5
100000019,1114,경복궁역1번출구,126.9713245,37.57618346,1111011400,종로구,내자동,1111053000,사직동,30,12,1,682,2,1,5,247,31,30,6
100000020,1115,경복궁역,126.972196,37.57686669,1111011200,종로구,체부동,1111053000,사직동,33,10,1,682,1,1,10,244,34,27,5
100000021,1116,경복궁역,126.9722829,37.57767139,1111010600,종로구,통의동,1111053000,사직동,33,10,1,650,2,1,12,226,32,25,6
100000022,1117,경복궁,126.9787471,37.57557679,1111012500,종로구,중학동,1111061500,종로1.2.3.4가동,11,9,0,444,2,2,8,175,18,57,19
100000023,1118,KT광화문지사,126.9774187,37.57220974,1111011900,종로구,세종로,1111061500,종로1.2.3.4가동,39,14,1,933,1,1,0,295,101,47,36
100000025,1120,광화문,126.9763839,37.5698454,1111011900,종로구,세종로,1111053000,사직동,34,11,1,897,1,1,6,297,102,59,30
100000026,1121,광화문.금호아시아나본관앞,126.9741676,37.57004915,1111012000,종로구,신문로1가,1111053000,사직동,25,8,1,640,2,1,6,213,58,62,30
100000027,1122,서울역사박물관.경교장.강북삼성병원,126.9713911,37.56970191,1111012100,종로구,신문로2가,1111053000,사직동,22,9,1,496,5,1,7,181,57,51,17
100000028,1123,서울역사박물관.경교장.강북삼성병원,126.971248,37.570023,1111012100,종로구,신문로2가,1111053000,사직동,22,11,1,521,4,1,5,191,57,48,17
100000029,1124,광화문.금호아시아나본관앞,126.9731336,37.57028804,1111012000,종로구,신문로1가,1111053000,사직동,22,7,1,575,2,1,7,203,51,67,26
100000030,1125,광화문,126.975837,37.570365,1111012000,종로구,신문로1가,1111053000,사직동,34,12,1,846,1,1,5,270,96,56,31
100000031,1126,세종문화회관,126.9768571,37.57359001,1111011900,종로구,세종로,1111061500,종로1.2.3.4가동,24,12,1,859,0,2,4,271,91,46,31
100000032,1127,서울경찰청.경복궁역,126.9714843,37.57574466,1111011400,종로구,내자동,1111053000,사직동,28,12,1,709,1,1,5,240,42,29,7
100000033,1128,사직단,126.968189,37.57485535,1111011500,종로구,사직동,1111053000,사직동,25,9,1,483,2,1,6,157,23,18,6
100000034,1129,광화문.광화문빌딩,126.9766885,37.56968761,1111011900,종로구,세종로,1111053000,사직동,35,11,1,921,1,2,6,306,103,60,29
100000035,1130,덕성여중고,126.982017,37.57590175,1111014500,종로구,송현동,1111054000,삼청동,25,6,0,668,2,1,15,286,25,96,18
100000036,1131,안국역.서울공예박물관,126.9839958,37.57606956,1111014100,종로구,안국동,1111054000,삼청동,40,8,0,741,6,1,14,321,25,110,19
100000037,1132,국민은행세검정지점,126.960888,37.60466298,1111018600,종로구,신영동,1111055000,부암동,32,3,1,68,1,0,0,18,3,9,1
100000038,1133,세검정초등학교,126.9612198,37.60250228,1111018600,종로구,신영동,1111055000,부암동,32,5,0,64,2,0,1,17,3,10,2
100000039,1134,세검정.상명대,126.9587224,37.6007326,1111018500,종로구,홍지동,1111055000,부암동,24,4,0,51,4,0,0,22,3,13,1
100000040,1135,상명대입구.석파랑,126.9585702,37.59941335,1111018500,종로구,홍지동,1111055000,부암동,9,4,0,43,3,0,1,20,4,9,1
100000041,1136,하림각,126.9617068,37.59813307,1111018400,종로구,부암동,1111055000,부암동,12,3,0,40,0,0,2,19,4,7,1
100000042,1137,자하문터널입구.석파정,126.9636435,37.59559351,1111018400,종로구,부암동,1111055000,부암동,8,1,0,43,0,0,1,41,2,15,1
100000043,1138,부암동주민센터.무계원,126.9639574,37.59273806,1111018400,종로구,부암동,1111055000,부암동,4,0,0,36,0,0,2,36,0,16,1
100000044,1139,부암동주민센터.무계원,126.9651419,37.59278617,1111018400,종로구,부암동,1111055000,부암동,4,1,0,35,0,0,2,37,0,15,1
100000045,1140,자하문터널입구.석파정,126.9639776,37.59555757,1111018400,종로구,부암동,1111055000,부암동,8,1,0,43,0,0,1,41,2,15,1
100000046,1141,하림각,126.9622153,37.59814765,1111018400,종로구,부암동,1111055000,부암동,12,3,0,36,0,0,2,18,4,6,1
100000047,1142,상명대입구.세검정교회,126.9592406,37.59961633,1111018500,종로구,홍지동,1111055000,부암동,10,4,0,44,3,0,1,20,4,9,1
100000048,1143,세검정.상명대,126.9589343,37.60055246,1111018500,종로구,홍지동,1111055000,부암동,23,4,0,50,4,0,0,20,4,13,1
100000049,1144,세검정초등학교,126.9614329,37.60226807,1111018600,종로구,신영동,1111055000,부암동,32,5,0,61,2,0,1,16,3,10,2
100000051,1146,국민은행세검정지점,126.961195,37.604846,1111018600,종로구,신영동,1111055000,부암동,38,3,1,70,1,0,0,23,4,9,2
100000053,1148,승가사입구,126.956306,37.61158441,1111018200,종로구,구기동,1111056000,평창동,2,0,0,24,0,0,0,8,2,3,1
100000054,1149,구기동현대빌라,126.9564576,37.6100355,1111018200,종로구,구기동,1111056000,평창동,3,1,1,39,0,0,0,10,3,3,1
100000055,1150,구기터널.삼성출판박물관,126.9562103,37.60860989,1111018200,종로구,구기동,1111056000,평창동,8,1,1,44,0,0,0,12,3,2,1
100000056,1151,구기터널.삼성출판박물관,126.9564167,37.6083054,1111018200,종로구,구기동,1111056000,평창동,11,1,1,46,0,0,0,14,3,1,2
100000057,1152,구기동,126.9585298,37.60696445,1111018200,종로구,구기동,1111056000,평창동,21,2,1,57,1,0,0,16,3,7,2
100000058,1153,구기동,126.9591017,37.6070088,1111018200,종로구,구기동,1111056000,평창동,23,2,1,57,1,0,0,16,3,6,2
100000059,1154,승가사입구,126.956482,37.61148,1111018200,종로구,구기동,1111056000,평창동,2,0,0,25,0,0,0,8,2,3,1
100000060,1155,갑을씨티텔앞,126.963535,37.60437097,1111018300,종로구,평창동,1111056000,평창동,50,3,0,64,2,0,1,23,5,5,3
100000061,1156,평창파출소,126.9660433,37.60532237,1111018300,종로구,평창동,1111056000,평창동,45,3,1,54,2,0,0,23,6,6,3
100000062,1157,평창동주민센터,126.9695663,37.60660737,1111018300,종로구,평창동,1111056000,평창동,29,1,1,51,1,0,0,23,6,7,2
100000063,1158,일성아파트,126.9729985,37.60876631,1111018300,종로구,평창동,1111056000,평창동,7,1,1,32,0,0,2,14,3,12,1
100000064,1159,롯데아파트,126.9764662,37.61042956,1111018300,종로구,평창동,1111056000,평창동,3,1,0,18,0,0,2,15,0,16,0
100000065,1160,롯데아파트,126.976652,37.610248,1111018300,종로구,평창동,1111056000,평창동,3,1,0,18,0,0,2,15,0,16,0
100000066,1161,벽산평창힐스아파트,126.972797,37.60819,1111018300,종로구,평창동,1111056000,평창동,8,1,1,31,1,0,1,12,3,7,1
100000067,1162,예능교회,126.97,37.606517,1111018300,종로구,평창동,1111056000,평창동,29,1,1,50,1,0,0,23,6,7,2
100000068,1163,서울예술고등학교.평창동주민센터,126.9676276,37.60577876,1111018300,종로구,평창동,1111056000,평창동,32,2,1,49,1,0,0,25,6,6,2
100000069,1164,화정박물관,126.9648103,37.60450382,1111018300,종로구,평창동,1111056000,평창동,51,3,1,62,2,0,1,22,7,6,3
100000071,1166,독립문역,126.9575196,37.57496192,1111018700,종로구,무악동,1111057000,무악동,46,7,1,68,4,1,1,19,12,5,2
100000072,1167,독립문역.서대문형무소역사관,126.9594644,37.57321269,1111018700,종로구,무악동,1111057000,무악동,70,11,3,152,3,1,2,28,27,7,5
100000073,1168,서대문.서울시교육청,126.9645273,37.56825381,1111017600,종로구,교남동,1111058000,교남동,73,13,3,426,9,1,3,94,60,24,5
100000074,1170,독립문,126.9628375,37.56995275,1111018000,종로구,교북동,1111058000,교남동,88,14,2,268,5,0,3,54,49,8,5
100000075,1171,독립문,126.9615633,37.57117332,1111018000,종로구,교북동,1111058000,교남동,86,13,3,211,6,1,2,38,30,7,5
100000076,1172,창덕궁.서울돈화문국악당,126.9885394,37.57754057,1111013200,종로구,운니동,1111060000,가회동,26,5,0,572,6,1,31,246,11,71,10
100000077,1173,서린동.SK서린빌딩,126.9802682,37.56924238,1111012300,종로구,서린동,1111061500,종로1.2.3.4가동,88,13,0,1262,0,3,4,379,105,42,37
100000078,1174,청계1가.광교,126.9849267,37.56868439,1111013500,종로구,관철동,1111061500,종로1.2.3.4가동,145,12,0,1475,0,2,11,408,95,52,13
100000079,1175,청계2가.수표교,126.990644,37.56849772,1111015500,종로구,관수동,1111061500,종로1.2.3.4가동,143,6,0,1235,1,5,14,308,65,44,10
100000080,1176,청계4가.세운교,126.9964597,37.56891168,1111015800,종로구,예지동,1111061500,종로1.2.3.4가동,46,2,0,562,1,4,9,163,50,19,7
100000081,1177,청계5가.광장시장,126.9997974,37.56945128,1111015800,종로구,예지동,1111061500,종로1.2.3.4가동,21,5,0,582,0,3,6,138,64,21,2
100000082,1178,종로5가.광장시장,126.999974,37.57066325,1111016100,종로구,종로4가,1111061500,종로1.2.3.4가동,20,4,0,584,1,3,5,126,56,20,3
100000083,1179,종로5가,126.999863,37.57065784,1111016100,종로구,종로4가,1111061500,종로1.2.3.4가동,20,4,0,579,1,3,5,128,55,20,3
100000084,1180,종로4가.종묘,126.9967951,37.57042442,1111016100,종로구,종로4가,1111061500,종로1.2.3.4가동,55,5,0,582,0,5,5,172,52,19,4
100000085,1181,종로4가.종묘,126.994403,37.57029547,1111015600,종로구,종로3가,1111061500,종로1.2.3.4가동,93,2,0,743,0,6,8,185,39,22,8
100000086,1182,종로3가역15번출구,126.9908608,37.57009971,1111015600,종로구,종로3가,1111061500,종로1.2.3.4가동,148,4,0,1202,0,5,15,322,46,49,9
100000087,1183,종로3가,126.9889374,37.57001124,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,187,4,0,1492,0,4,17,388,58,57,8
100000088,1184,종로2가,126.9879232,37.56926954,1111013500,종로구,관철동,1111061500,종로1.2.3.4가동,185,10,0,1462,1,5,16,384,68,59,9
100000089,1185,종로2가,126.9874613,37.56923165,1111013500,종로구,관철동,1111061500,종로1.2.3.4가동,180,11,0,1427,0,5,15,385,68,60,10
100000090,1186,종로2가,126.9864899,37.56996233,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,176,10,0,1512,0,2,16,441,72,84,11
100000091,1187,종로2가,126.985437,37.56997031,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,172,13,0,1591,0,1,13,443,84,86,13
100000092,1188,종로1가,126.981668,37.570063,1111012600,종로구,종로1가,1111061500,종로1.2.3.4가동,102,16,0,1352,0,3,6,395,111,66,32
100000093,1189,종로1가,126.9803257,37.56998579,1111012300,종로구,서린동,1111061500,종로1.2.3.4가동,82,12,1,1258,0,3,4,373,105,60,36
100000094,1190,종로1가,126.9814271,37.57036082,1111012600,종로구,종로1가,1111061500,종로1.2.3.4가동,103,15,0,1351,0,3,6,392,109,68,32
100000095,1191,종로1가,126.980187,37.5704,1111012600,종로구,종로1가,1111061500,종로1.2.3.4가동,86,13,1,1263,0,2,3,380,103,66,33
100000096,1192,종로2가,126.9849388,37.57033699,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,168,11,0,1611,0,1,15,467,86,91,13
100000097,1193,종로2가,126.9863596,37.57035879,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,178,10,0,1575,0,2,17,450,71,89,12
100000098,1194,종로3가,126.9899347,37.57049432,1111015600,종로구,종로3가,1111061500,종로1.2.3.4가동,167,5,0,1339,0,4,17,337,52,58,8
100000099,1195,종로4가.종묘,126.99417,37.57071,1111015600,종로구,종로3가,1111061500,종로1.2.3.4가동,95,2,0,773,0,5,9,194,31,21,6
100000100,1196,종로4가,126.99562,37.57066767,1111016100,종로구,종로4가,1111061500,종로1.2.3.4가동,64,3,0,645,0,4,6,160,36,22,3
100000101,1197,종로5가,126.9990558,37.5709588,1111016100,종로구,종로4가,1111061500,종로1.2.3.4가동,20,4,0,544,1,3,5,133,51,19,2
100000102,1198,원남동,126.9973383,37.57453251,1111015900,종로구,원남동,1111061500,종로1.2.3.4가동,19,6,0,274,3,0,5,98,18,19,1
100000103,1199,창덕궁.우리소리박물관,126.9886349,37.57727286,1111013200,종로구,운니동,1111061500,종로1.2.3.4가동,27,5,0,615,5,1,31,268,11,74,10
100000104,1200,안국역.인사동,126.9842426,37.5757849,1111012800,종로구,관훈동,1111061500,종로1.2.3.4가동,42,7,0,817,6,1,13,333,24,117,19
100000105,1201,조계사.종로경찰서,126.9831556,37.57252231,1111012900,종로구,견지동,1111061500,종로1.2.3.4가동,109,11,0,1296,0,2,12,408,81,106,24
100000106,1202,조계사.종로경찰서,126.9828259,37.57248581,1111012900,종로구,견지동,1111061500,종로1.2.3.4가동,107,11,0,1238,0,1,12,404,80,106,28
100000107,1203,안국동,126.9827201,37.57461057,1111012900,종로구,견지동,1111061500,종로1.2.3.4가동,49,9,0,906,4,2,13,348,52,99,20
100000108,1204,종로5가.효제동.김상옥의거터,127.00223,37.5745,1111016200,종로구,효제동,1111063000,종로5.6가동,25,11,0,510,5,1,3,138,49,30,6
100000109,1205,종로5가.효제초등학교,127.0021442,37.57287901,1111016200,종로구,효제동,1111063000,종로5.6가동,24,10,0,656,3,1,7,153,60,21,6
100000110,1206,종로5가,127.0004857,37.57110388,1111016300,종로구,종로5가,1111063000,종로5.6가동,20,4,0,573,1,2,5,127,55,15,5
100000111,1207,종로6가,127.0025993,37.57117324,1111016300,종로구,종로5가,1111063000,종로5.6가동,18,8,0,649,1,1,8,156,64,15,6
100000112,1208,종로6가,127.0043133,37.57119391,1111016300,종로구,종로5가,1111063000,종로5.6가동,15,8,1,682,1,2,11,168,67,18,6
100000114,1210,종로6가,127.0059751,37.57086134,1111016300,종로구,종로5가,1111063000,종로5.6가동,18,6,1,690,1,3,11,152,82,17,6
100000116,1212,종로5가,127.0021827,37.5705596,1111016300,종로구,종로5가,1111063000,종로5.6가동,18,4,0,652,1,2,8,146,69,17,6
100000117,1213,청계6가.동대문시장,127.0028494,37.56983511,1111016300,종로구,종로5가,1111063000,종로5.6가동,11,4,0,763,1,2,10,170,79,20,6
100000118,1214,동대문,127.0084126,37.57172624,1111016400,종로구,종로6가,1111063000,종로5.6가동,10,6,1,686,1,2,14,147,55,9,5
100000119,1215,충신동,127.0062788,37.57402235,1111016700,종로구,충신동,1111063000,종로5.6가동,20,7,0,500,2,2,9,122,53,29,6
100000120,1216,종로6가.종로신진시장,127.0035695,37.57080106,1111016300,종로구,종로5가,1111063000,종로5.6가동,13,8,0,689,1,1,10,167,69,18,6
100000121,1217,충신동,127.0063434,37.57446028,1111016700,종로구,충신동,1111063000,종로5.6가동,17,7,0,458,5,2,8,111,45,34,7
100000122,1218,현대그룹빌딩,127.000533,37.575873,1111016000,종로구,연지동,1111063000,종로5.6가동,17,9,0,329,7,0,3,111,19,34,4
100000123,1219,방송통신대.이화장,127.002437,37.578043,1111016800,종로구,동숭동,1111064000,이화동,16,8,1,322,6,1,4,156,17,135,4
100000124,1220,혜화역.마로니에공원,127.0022769,37.58111949,1111016800,종로구,동숭동,1111064000,이화동,42,7,2,600,5,1,6,234,29,196,3
100000125,1221,혜화역.서울대병원입구,127.0019395,37.58106363,1111016600,종로구,연건동,1111064000,이화동,43,6,2,613,6,1,6,236,29,199,3
100000126,1222,방송통신대.이화장,127.0019938,37.57812967,1111016600,종로구,연건동,1111064000,이화동,16,8,1,353,6,1,3,161,17,133,4
100000127,1223,이화동(이화장),127.0006951,37.57611936,1111016600,종로구,연건동,1111064000,이화동,14,9,0,295,7,0,4,113,18,38,4
100000128,1224,창경궁.서울대학교병원,126.9968717,37.57882799,1111016600,종로구,연건동,1111064000,이화동,1,3,0,173,5,0,22,81,12,21,1
100000129,1225,이화동(이화장),127.0032708,37.57593729,1111016500,종로구,이화동,1111064000,이화동,11,12,0,271,6,0,3,95,14,52,6
100000130,1226,혜화동로터리,127.0007247,37.58576463,1111016900,종로구,혜화동,1111065000,혜화동,66,6,2,609,4,1,6,246,28,149,3
100000131,1227,명륜동2가.성균관대입구,126.9993988,37.58333349,1111017100,종로구,명륜2가,1111065000,혜화동,51,3,3,620,4,1,9,241,31,184,3
100000132,1228,혜화역.서울연극센터(장면총리가옥),127.0013282,37.58402281,1111016900,종로구,혜화동,1111065000,혜화동,54,4,3,642,5,1,5,253,24,194,2
100000133,1229,혜화역.동성중고(장면총리가옥),127.0017177,37.58456977,1111016900,종로구,혜화동,1111065000,혜화동,54,4,3,637,5,1,4,250,24,189,2
100000135,1231,종로구민회관.창신동두산아파트,127.0155555,37.57409268,1111017400,종로구,창신동,1111067000,창신1동,35,10,1,428,2,2,10,70,53,2,8
100000136,1232,동대문,127.0141186,37.57270788,1111017400,종로구,창신동,1111067000,창신1동,27,6,1,467,2,4,9,79,61,2,7
100000137,1233,동대문,127.0136467,37.57229002,1111017400,종로구,창신동,1111067000,창신1동,27,6,1,463,3,4,9,82,59,3,7
100000138,1234,동대문,127.0149019,37.57267481,1111017400,종로구,창신동,1111067000,창신1동,29,8,1,491,3,3,9,77,63,1,6
100000139,1235,동묘역앞,127.0156014,37.57168496,1111017400,종로구,창신동,1111067000,창신1동,31,8,1,498,4,3,7,79,60,1,5
100000140,1236,동묘역앞,127.015945,37.57192215,1111017500,종로구,숭인동,1111071000,숭인2동,31,8,1,479,4,3,7,77,58,1,6
100000142,1238,창신3동주민센터,127.015178,37.578413,1111017400,종로구,창신동,1111069000,창신3동,29,13,1,91,5,1,2,28,12,2,6
100000143,1239,숭인1동주민센터.창신역4번출구,127.0155486,37.57877205,1111017500,종로구,숭인동,1111070000,숭인1동,32,14,1,90,5,1,2,28,7,1,6
100000144,1240,동묘역.롯데캐슬천지인,127.0158024,37.57418005,1111017500,종로구,숭인동,1111070000,숭인1동,35,10,1,417,2,2,10,69,54,2,8
100000146,1242,숭인동,127.020339,37.5743009,1111017500,종로구,숭인동,1111071000,숭인2동,53,8,2,441,2,5,1,78,55,4,4
100000147,1243,신설동로터리,127.0227802,37.57592883,1111017500,종로구,숭인동,1111071000,숭인2동,49,6,0,426,4,3,1,78,26,5,5
100000149,1891,숭인동,127.0204216,37.57460556,1111017500,종로구,숭인동,1111071000,숭인2동,50,8,2,434,3,5,1,78,51,4,4
100000150,1246,구기동현대빌라,126.956622,37.609682,1111018200,종로구,구기동,1111056000,평창동,3,1,1,41,0,0,0,12,3,3,1
100000151,1247,광장시장,126.9977438,37.5694708,1111015800,종로구,예지동,1111061500,종로1.2.3.4가동,39,4,0,550,1,3,5,145,55,19,4
100000153,1249,혜화경찰서,126.9974788,37.57258074,1111015700,종로구,인의동,1111061500,종로1.2.3.4가동,48,5,0,473,2,1,6,135,34,20,4
100000154,1250,서울역사박물관.김구집무실(경교장),126.9721318,37.56990034,1111012000,종로구,신문로1가,1111053000,사직동,22,9,1,522,4,1,7,193,53,67,17
100000155,1251,청계3가.관수교,126.9937794,37.56868879,1111015400,종로구,장사동,1111061500,종로1.2.3.4가동,94,3,0,811,1,6,8,210,46,38,7
100000156,1252,청계6가.버들다리,127.0080377,37.56993039,1111016400,종로구,종로6가,1111063000,종로5.6가동,15,3,1,713,0,3,12,166,66,22,4
100000157,1253,청계7가.맑은내다리,127.0129554,37.56999753,1111017400,종로구,창신동,1111067000,창신1동,15,4,2,565,3,4,10,144,65,19,6
100000158,1254,청계8가.영도교,127.0182311,37.57094659,1111017400,종로구,창신동,1111067000,창신1동,26,9,2,436,3,2,5,83,56,1,8
100000159,1256,원남동사거리,126.9982147,37.57572287,1111015900,종로구,원남동,1111061500,종로1.2.3.4가동,11,7,0,264,4,0,7,94,17,15,1
100000164,1261,동대문,127.0123388,37.57182772,1111017400,종로구,창신동,1111067000,창신1동,22,4,2,517,1,4,11,105,64,6,7
100000165,1262,숭인동,127.0204373,37.57427215,1111017500,종로구,숭인동,1111071000,숭인2동,53,8,2,450,2,5,1,78,55,4,4
100000169,1267,조계사,126.9831609,37.57280034,1111012900,종로구,견지동,1111061500,종로1.2.3.4가동,109,9,0,1229,0,2,12,400,76,105,20
100000170,1268,적선동,126.9702965,37.57620122,1111011300,종로구,필운동,1111053000,사직동,33,12,1,674,3,1,5,245,30,31,6
100000171,1269,적선동,126.9711446,37.57576801,1111011400,종로구,내자동,1111053000,사직동,28,12,1,706,2,1,5,243,40,29,7
100000172,1270,사직단,126.9680667,37.57474628,1111011500,종로구,사직동,1111053000,사직동,24,9,1,461,2,0,6,148,23,15,6
100000173,1271,사직단,126.9680484,37.5751752,1111011500,종로구,사직동,1111053000,사직동,23,9,1,489,3,0,8,159,23,16,6
100000174,1272,세종문화회관,126.9768673,37.57394965,1111011900,종로구,세종로,1111061500,종로1.2.3.4가동,23,11,1,822,0,2,5,259,80,48,29
100000175,1273,광화문,126.9752562,37.57039033,1111012000,종로구,신문로1가,1111053000,사직동,33,11,1,765,2,1,5,243,86,56,32
100000176,1274,서울역사박물관(경교장),126.9702392,37.56930155,1111012100,종로구,신문로2가,1111053000,사직동,15,11,2,389,5,0,4,153,46,41,14
100000178,1276,광화문역,126.9761552,37.56987779,1111011900,종로구,세종로,1111053000,사직동,34,11,1,859,2,1,6,284,101,58,30
100000179,1277,이화동(이화장),127.002955,37.576257,1111016500,종로구,이화동,1111064000,이화동,12,12,0,258,6,0,3,104,13,56,5
100000180,1278,상명대정문,126.9550207,37.60161972,1111018500,종로구,홍지동,1111055000,부암동,4,3,0,32,4,0,0,16,1,10,1
100000181,1279,이북오도청,126.9558883,37.61305032,1111018200,종로구,구기동,1111056000,평창동,0,0,0,9,0,0,0,5,0,3,1
100000183,1281,국립고궁박물관.경복궁서문,126.9743664,37.57677167,1111011900,종로구,세종로,1111051500,청운효자동,23,8,1,622,0,1,11,196,31,40,6
100000184,1282,청와대분수대앞,126.9738378,37.58287013,1111011900,종로구,세종로,1111051500,청운효자동,17,2,0,142,0,0,9,72,8,18,8
100000185,1283,춘추관앞,126.9795637,37.58300733,1111011900,종로구,세종로,1111051500,청운효자동,1,3,0,102,0,0,9,97,2,42,3
100000186,1284,경복궁.국립민속박물관.현대미술관,126.9794299,37.57930743,1111011900,종로구,세종로,1111051500,청운효자동,4,2,0,132,2,0,14,111,2,49,8
100000187,1285,경복궁동문,126.9792767,37.576833,1111011900,종로구,세종로,1111051500,청운효자동,6,7,0,248,2,0,10,141,11,50,12
100000188,1286,상명대입구.세검정교회,126.9597922,37.59944351,1111018500,종로구,홍지동,1111055000,부암동,9,4,0,45,2,0,0,19,4,7,1
100000189,1287,상명대입구.석파랑,126.9581941,37.59957181,1111018500,종로구,홍지동,1111055000,부암동,9,4,0,44,3,0,1,20,4,11,1
100000190,1288,종로중부새마을금고,127.0065911,37.57241749,1111016400,종로구,종로6가,1111063000,종로5.6가동,18,8,1,662,1,3,12,139,57,14,7
100000191,1289,신설동로터리.신한은행앞.서울풍물시장,127.0231183,37.5743861,1111017500,종로구,숭인동,1111071000,숭인2동,46,9,1,436,3,3,0,84,26,3,3
100000192,1291,청계2가.삼일교,126.9872214,37.56844587,1111013500,종로구,관철동,1111061500,종로1.2.3.4가동,163,9,0,1393,1,3,13,360,77,53,8
100000193,1292,청계8가.황학교,127.022787,37.57213073,1111017500,종로구,숭인동,1111071000,숭인2동,42,9,1,471,2,3,0,87,28,2,2
100000240,1647,이북오도청,126.9560835,37.61246199,1111018200,종로구,구기동,1111056000,평창동,0,0,0,16,0,0,0,8,2,3,1
100000241,1648,독립문역,126.9567051,37.57564285,1111018700,종로구,무악동,1111057000,무악동,37,6,1,61,2,1,1,18,10,4,1
100000328,1761,경희궁,126.9723537,37.5699058,1111012000,종로구,신문로1가,1111053000,사직동,22,8,1,523,4,1,7,189,53,67,17
100000329,1762,광화문,126.9738332,37.57032604,1111012000,종로구,신문로1가,1111053000,사직동,21,8,1,621,2,1,6,213,54,64,30
100000330,1763,종로1가,126.980129,37.57037,1111012600,종로구,종로1가,1111061500,종로1.2.3.4가동,86,13,1,1260,0,2,3,377,104,64,33
100000331,1764,종로1가,126.9808261,37.56995433,1111012300,종로구,서린동,1111061500,종로1.2.3.4가동,92,14,0,1285,0,3,3,373,112,49,34
100000332,1765,종로2가,126.9850973,37.57035413,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,170,11,0,1607,0,1,15,466,86,91,13
100000333,1766,종로2가,126.9855751,37.56996853,1111013800,종로구,종로2가,1111061500,종로1.2.3.4가동,169,13,0,1519,0,1,14,422,71,86,13
100000334,1767,종로3가,126.9931553,37.57058964,1111015600,종로구,종로3가,1111061500,종로1.2.3.4가동,105,2,0,816,0,4,10,226,25,23,7
100000335,1768,종로3가,126.9909932,37.57010243,1111015600,종로구,종로3가,1111061500,종로1.2.3.4가동,142,4,0,1184,0,5,14,313,44,47,9
100000336,1769,종로4가,126.99688,37.57042081,1111016100,종로구,종로4가,1111061500,종로1.2.3.4가동,55,5,0,579,0,5,5,167,53,19,4
100000337,1770,동대문종합시장종로6가,127.0050242,37.57121641,1111016300,종로구,종로5가,1111063000,종로5.6가동,15,8,1,688,1,3,10,160,78,18,5
