,pca1,pca2,pca3,pca4,pca5,pca6,gmm_cluster,index,X좌표,Y좌표,NODE_ID
420,-0.39049512377676227,-1.4746570161766033,-0.1893008682166005,-0.2993878295851318,-0.3013787273508724,-0.555355540393405,7,6297,126.94951670000002,37.53593869,113900105
230,1.9079143644515923,-0.009988499439901682,-1.110961520377031,0.4003967105502546,-0.6459664389402988,-0.2474719713343968,8,10521,127.0355509,37.48266382,121000970
229,1.8885887776676884,-0.02480270673826735,-1.0789385534370357,0.412098361078806,-0.6337757646445763,-0.2553333506880711,8,10520,127.03563,37.48256107,121000969
227,3.865468930506459,-0.7049095808992409,-2.0564989038194237,2.4543205413884026,-0.4444526635436665,-1.168801245628616,8,11869,127.1017784,37.51718232,123000536
225,1.6587587121720797,0.004560267497293446,-1.3127305587392493,0.6799914215770769,-0.4454183204503943,0.06442713061389928,8,10185,127.036827,37.481927,121000004
223,2.282184939799269,0.08474847147600319,-1.5042202459720468,-0.07743979167439557,-0.7873896092989119,-0.795118058735356,8,10355,127.03741880000001,37.48476913,121000194
233,3.31111224751489,-1.0048252655871843,-1.291161706578357,2.5797470390832173,-0.20815882760970392,-1.0492711649306392,8,11551,127.100445,37.516785,123000042
222,1.9536927297161937,0.03288707969751226,-1.168705992149673,0.40000458210800954,-0.6616379471736015,-0.23449120359814474,8,10522,127.0353406,37.48283689,121000971
221,3.464392810071461,-0.9124762043301612,-1.3901370556136141,2.504412907976993,0.21443060428522806,-1.6486621129549914,8,11510,127.0984436,37.51553642,123000001
220,1.944446953672867,0.027962399665812165,-1.2197190199217627,0.3685374311752597,-0.6677949543692844,-0.24625394120421928,8,10523,127.0352378,37.48290901,121000972
226,1.9002292262532083,-0.01524505117514174,-1.195145275868093,0.3631476043252487,-0.6527079602760604,-0.2762394764126657,8,10184,127.03590200000001,37.48261,121000003
210,2.0302899660967424,0.10635619032261094,-1.373267036553629,0.3470905503966838,-0.7029100770282669,-0.23311087549847995,8,10600,127.03515900000001,37.48372183,121900031
217,2.2611270317936802,0.08508060918749014,-1.1751849769661793,0.26812831972941176,-0.7323157916554629,-0.2410701667936018,8,10374,127.03486140000001,37.4832966,121000213
216,2.7984046810422614,-1.2954882228881774,0.2789462485583434,2.903824709937908,0.33739723209067873,-1.1876339059504835,8,11548,127.1094861,37.51661523,123000039
214,2.100333334126081,0.15143177962228058,-1.7904750068159436,-0.0017784776245189152,-0.7680700287761225,-0.7697990053831691,8,11429,127.0362733,37.4846217,122900029
213,2.003223593736629,0.08287531930723196,-1.39502391249749,0.32005086766437524,-0.7009150245914518,-0.248452232224734,8,10375,127.03542579999998,37.48354655,121000214
