,index,Unnamed: 0,NODE_ID,정류소명,X좌표,Y좌표,법정동코드,법정동_구,법정동,academy_cnt,kindergarten_cnt,mart_cnt,restaurant_cnt,school_cnt,university_cnt,subway_cnt,tour_cnt,cafe_cnt,hospital_cnt,culture_cnt,univ_hospital_cnt,public_office_cnt,employee_cnt,alone_ratio,emp_corp_ratio,population_15to64,RIDE_SUM_6_10,ALIGHT_SUM_6_10,Label,gmm_cluster,구-동
525,7548,7548,115900187,전화국,126.8403195,37.56444316,1150010200,강서구,등촌동,14,9,2,312,3,0,1,0,98,23,2,0,0,40715,0.1853280263519077,5.898160220194119,54807,388,12110,0,6,강서구등촌동
526,7553,7553,115900192,서울자동차학원,126.8215964,37.54690451,1150010700,강서구,외발산동,6,3,0,23,2,0,0,0,5,2,0,0,1,9301,0.0598147993659798,4.688004032258065,8531,1520,10188,0,1,강서구외발산동
527,7562,7562,115900201,강서농수산물도매시장,126.8179816,37.55344093,1150010700,강서구,외발산동,7,6,1,63,1,0,0,0,13,1,0,0,1,9301,0.0598147993659798,4.688004032258065,8531,16701,19462,0,1,강서구외발산동
528,7566,7566,115900205,강서면허시험장,126.8188852,37.54972334,1150010700,강서구,외발산동,6,4,0,44,2,0,0,0,7,3,0,0,0,9301,0.0598147993659798,4.688004032258065,8531,2053,981,0,1,강서구외발산동
529,7570,7570,115900209,신광명마을,126.8240687,37.54710826,1150010700,강서구,외발산동,6,5,0,20,4,0,0,1,5,2,0,0,1,9301,0.0598147993659798,4.688004032258065,8531,1540,6839,0,7,강서구외발산동
530,7642,7642,115900281,등촌역1번출구,126.8632088,37.55206812,1150010200,강서구,등촌동,71,12,0,351,3,0,1,0,53,49,0,0,1,40715,0.1853280263519077,5.898160220194119,54807,17346,58848,0,1,강서구등촌동
1042,10253,10253,121000001,교육개발원입구,127.038482,37.47859,1165010200,서초구,양재동,30,1,1,211,1,0,0,2,102,5,6,0,3,52897,0.1390147406036628,7.494616038537829,22602,65326,197800,0,6,서초구양재동
1043,10254,10254,121000002,교육개발원입구,127.038758,37.477818,1165010200,서초구,양재동,28,1,1,235,1,0,0,2,104,7,5,0,3,52897,0.1390147406036628,7.494616038537829,22602,183706,197616,0,6,서초구양재동
1044,10255,10255,121000003,양재역.서초문화예술회관,127.035902,37.48261,1165010200,서초구,양재동,74,5,1,403,3,0,2,0,96,86,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,550686,209542,0,8,서초구양재동
1045,10256,10256,121000004,양재역.서초문화예술회관,127.036827,37.481927,1165010200,서초구,양재동,60,5,2,405,2,0,2,0,101,83,5,0,5,52897,0.1390147406036628,7.494616038537829,22602,259589,419335,0,8,서초구양재동
1046,10426,10426,121000194,양재역.양재1동민원분소,127.0374188,37.48476913,1165010200,서초구,양재동,102,7,1,425,4,0,2,0,100,89,7,0,6,52897,0.1390147406036628,7.494616038537829,22602,189516,186356,0,8,서초구양재동
1047,10427,10427,121000195,양재노인종합복지관,127.0421051,37.48332398,1165010200,서초구,양재동,70,6,2,463,2,0,0,1,117,37,9,0,2,52897,0.1390147406036628,7.494616038537829,22602,31047,157236,0,6,서초구양재동
1048,10428,10428,121000196,블랙야크양재사옥,127.0411739,37.4801407,1165010200,서초구,양재동,46,5,2,346,1,0,0,3,121,20,11,0,3,52897,0.1390147406036628,7.494616038537829,22602,58654,50055,0,6,서초구양재동
1049,10429,10429,121000197,현대빌라.에코맘코리아,127.0356383,37.47613979,1165010200,서초구,양재동,15,7,0,98,2,0,0,2,66,3,2,0,0,52897,0.1390147406036628,7.494616038537829,22602,13100,130550,0,6,서초구양재동
1050,10430,10430,121000198,현대빌라.에코맘코리아,127.0361957,37.4762865,1165010200,서초구,양재동,16,6,0,109,2,0,0,2,68,3,2,0,0,52897,0.1390147406036628,7.494616038537829,22602,21711,42261,0,6,서초구양재동
1051,10445,10445,121000213,양재역,127.0348614,37.4832966,1165010200,서초구,양재동,79,5,1,440,3,0,2,0,104,90,7,0,5,52897,0.1390147406036628,7.494616038537829,22602,1548550,333937,0,8,서초구양재동
1052,10446,10446,121000214,양재역,127.0354258,37.48354655,1165010200,서초구,양재동,83,6,1,449,3,0,2,0,104,90,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,134969,175490,0,8,서초구양재동
1053,10447,10447,121000215,일동제약사거리,127.038204,37.47886213,1165010200,서초구,양재동,29,2,1,217,1,0,0,2,105,7,6,0,3,52897,0.1390147406036628,7.494616038537829,22602,73372,239036,0,6,서초구양재동
1054,10448,10448,121000216,일동제약사거리,127.0386916,37.47949725,1165010200,서초구,양재동,35,3,1,266,1,0,0,2,113,13,6,0,3,52897,0.1390147406036628,7.494616038537829,22602,45967,53561,0,6,서초구양재동
1055,10449,10449,121000217,양재2동주민센터.양재꽃시장,127.0394643,37.46958572,1165010200,서초구,양재동,29,5,2,219,2,0,1,1,52,10,8,0,2,52897,0.1390147406036628,7.494616038537829,22602,343678,406221,0,6,서초구양재동
1056,10450,10450,121000218,매헌시민의숲,127.038353,37.473135,1165010200,서초구,양재동,26,2,0,146,2,0,1,3,74,8,4,0,2,52897,0.1390147406036628,7.494616038537829,22602,49998,242034,0,6,서초구양재동
1057,10451,10451,121000219,언남고교,127.0389281,37.47327954,1165010200,서초구,양재동,35,3,1,179,3,0,1,3,84,8,6,0,2,52897,0.1390147406036628,7.494616038537829,22602,151068,92596,0,6,서초구양재동
1058,10452,10452,121000220,매헌시민의숲.양재꽃시장,127.03836,37.470867,1165010200,서초구,양재동,23,3,2,172,2,0,1,2,47,10,7,0,2,52897,0.1390147406036628,7.494616038537829,22602,36311,10643,0,6,서초구양재동
1059,10453,10453,121000221,매헌시민의숲.양재꽃시장,127.039043,37.471255,1165010200,서초구,양재동,29,4,2,183,3,0,1,2,56,11,7,0,2,52897,0.1390147406036628,7.494616038537829,22602,40152,62500,0,6,서초구양재동
1060,10454,10454,121000222,AT센터.양재꽃시장,127.039655,37.468707,1165010200,서초구,양재동,29,4,2,210,1,0,1,1,52,10,7,0,2,52897,0.1390147406036628,7.494616038537829,22602,524780,321292,0,6,서초구양재동
1061,10460,10460,121000228,구룡사,127.048132,37.474022,1165010200,서초구,양재동,76,18,2,388,5,0,0,1,93,24,7,0,2,52897,0.1390147406036628,7.494616038537829,22602,3918,62125,0,6,서초구양재동
1062,10461,10461,121000229,구룡사입구,127.0501272,37.47209126,1165010200,서초구,양재동,57,14,2,123,3,0,0,1,46,14,3,0,1,52897,0.1390147406036628,7.494616038537829,22602,45652,46223,0,6,서초구양재동
1063,10462,10462,121000230,동원산업앞,127.0453961,37.47664737,1165010200,서초구,양재동,65,8,1,466,2,0,0,3,118,32,6,0,2,52897,0.1390147406036628,7.494616038537829,22602,8334,296610,0,6,서초구양재동
1064,10463,10463,121000231,언남고포이성당앞,127.0458263,37.47203264,1165010200,서초구,양재동,61,12,4,342,3,0,0,0,86,20,4,0,2,52897,0.1390147406036628,7.494616038537829,22602,215142,3044,0,6,서초구양재동
1065,10464,10464,121000232,양재119안전센터앞,127.0411736,37.46936257,1165010200,서초구,양재동,42,6,2,227,3,0,1,1,56,16,8,0,2,52897,0.1390147406036628,7.494616038537829,22602,42588,27425,0,6,서초구양재동
1066,10465,10465,121000233,소방서앞,127.0417268,37.46993097,1165010200,서초구,양재동,54,7,2,246,3,0,1,1,64,18,8,0,2,52897,0.1390147406036628,7.494616038537829,22602,77404,37105,0,6,서초구양재동
1067,10528,10528,121000332,언남고교앞,127.045608,37.47180925,1165010200,서초구,양재동,58,11,4,340,3,0,0,0,83,17,4,0,3,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,6,서초구양재동
1068,10535,10535,121000481,일동제약사거리,127.0377635,37.47982645,1165010200,서초구,양재동,32,2,1,306,1,0,1,2,109,17,7,0,3,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,6,서초구양재동
1069,10591,10591,121000969,양재역엘타워빌딩,127.03563,37.48256107,1165010200,서초구,양재동,69,3,1,400,3,0,2,0,93,86,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,8,서초구양재동
1070,10592,10592,121000970,양재역9번출구,127.0355509,37.48266382,1165010200,서초구,양재동,72,3,1,398,3,0,2,0,95,87,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,8,서초구양재동
1071,10593,10593,121000971,양재역커피빈앞,127.0353406,37.48283689,1165010200,서초구,양재동,74,3,1,417,3,0,2,0,100,88,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,8,서초구양재동
1072,10594,10594,121000972,양재역신한은행앞,127.0352378,37.48290901,1165010200,서초구,양재동,77,4,1,425,3,0,2,0,97,88,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,8,서초구양재동
1073,10614,10614,121001306,AT센터,127.0392362,37.47012556,1165010200,서초구,양재동,27,5,2,216,2,0,1,2,50,10,8,0,2,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,6,서초구양재동
1074,10615,10615,121001307,AT센터,127.0391733,37.46871805,1165010200,서초구,양재동,29,3,2,207,1,0,1,1,50,10,8,0,2,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,6,서초구양재동
1075,10656,10656,121900016,매헌시민의숲,127.0389144,37.4730822,1165010200,서초구,양재동,32,2,1,189,3,0,1,3,80,9,5,0,2,52897,0.1390147406036628,7.494616038537829,22602,908,3819,0,6,서초구양재동
1076,10670,10670,121900030,원불교,127.0424409,37.48333107,1165010200,서초구,양재동,67,6,2,445,2,0,0,1,111,28,9,0,2,52897,0.1390147406036628,7.494616038537829,22602,29070,42009,0,6,서초구양재동
1077,10671,10671,121900031,양재역7번출구.프라자약국,127.035159,37.48372183,1165010200,서초구,양재동,82,5,1,455,3,0,2,0,108,90,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,123624,602384,0,8,서초구양재동
1078,10715,10715,121900075,현대빌라,127.0361686,37.47621622,1165010200,서초구,양재동,16,6,0,111,2,0,0,2,66,3,2,0,0,52897,0.1390147406036628,7.494616038537829,22602,32231,77780,0,6,서초구양재동
1079,10721,10721,121900081,양재역.환승주차장,127.0343618,37.48377343,1165010200,서초구,양재동,77,5,1,457,3,0,2,0,106,88,6,0,5,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,8,서초구양재동
1080,10734,10734,121900094,매헌시민의숲,127.0383773,37.47291026,1165010200,서초구,양재동,26,2,0,152,2,0,1,3,73,9,4,0,2,52897,0.1390147406036628,7.494616038537829,22602,1228,1895,0,6,서초구양재동
1081,10744,10744,121900104,언남중고교,127.0457968,37.47187946,1165010200,서초구,양재동,59,10,4,339,3,0,0,0,85,17,4,0,2,52897,0.1390147406036628,7.494616038537829,22602,169897,39003,0,6,서초구양재동
1082,10764,10764,121900124,양재근린공원,127.0415088,37.47240909,1165010200,서초구,양재동,62,9,4,357,3,0,1,3,97,19,7,0,2,52897,0.1390147406036628,7.494616038537829,22602,23007,12775,0,8,서초구양재동
1083,10771,10771,121900131,언남고,127.0433501,37.47359429,1165010200,서초구,양재동,63,8,3,387,3,0,0,1,97,23,5,0,1,52897,0.1390147406036628,7.494616038537829,22602,23441,10195,0,6,서초구양재동
1084,10784,10784,121900144,교육개발원입구사거리,127.0394643,37.47821021,1165010200,서초구,양재동,36,1,1,274,0,0,0,2,114,11,5,0,3,52897,0.1390147406036628,7.494616038537829,22602,11412,56241,0,6,서초구양재동
1085,10787,10787,121900147,현대캐피탈,127.0410922,37.47971901,1165010200,서초구,양재동,44,4,2,366,0,0,0,3,119,23,7,0,3,52897,0.1390147406036628,7.494616038537829,22602,4353,30395,0,6,서초구양재동
1086,10790,10790,121900150,원불교,127.0426751,37.48143055,1165010200,서초구,양재동,59,7,2,436,1,0,0,2,122,25,10,0,1,52897,0.1390147406036628,7.494616038537829,22602,3682,19302,0,6,서초구양재동
1087,10809,10809,121900169,구룡사입구,127.0505079,37.47172345,1165010200,서초구,양재동,49,12,2,105,1,0,0,1,44,14,3,0,1,52897,0.1390147406036628,7.494616038537829,22602,1265,25524,0,6,서초구양재동
1088,10816,10816,121900176,구룡사거리,127.0481442,37.47399432,1165010200,서초구,양재동,76,19,2,384,5,0,0,1,91,24,7,0,2,52897,0.1390147406036628,7.494616038537829,22602,49512,158425,0,6,서초구양재동
1089,10830,10830,121900190,매헌초교,127.0422087,37.47046876,1165010200,서초구,양재동,59,7,4,263,3,0,1,1,72,20,8,0,2,52897,0.1390147406036628,7.494616038537829,22602,18997,35815,0,6,서초구양재동
1090,10837,10837,121900197,언남중고교,127.0456986,37.47198673,1165010200,서초구,양재동,61,10,4,348,3,0,0,0,87,20,4,0,2,52897,0.1390147406036628,7.494616038537829,22602,30006,90061,0,6,서초구양재동
1091,10859,10859,121900219,남서울농협,127.0408401,37.47976866,1165010200,서초구,양재동,44,4,2,341,0,0,0,3,118,20,8,0,3,52897,0.1390147406036628,7.494616038537829,22602,61645,59815,0,6,서초구양재동
1092,10912,10912,121900273,교육개발원입구사거리,127.0386623,37.47956304,1165010200,서초구,양재동,35,3,1,269,1,0,0,2,112,14,7,0,3,52897,0.1390147406036628,7.494616038537829,22602,35844,185436,0,6,서초구양재동
1093,10928,10928,121900290,일동제약,127.0370543,37.47718824,1165010200,서초구,양재동,21,2,1,131,1,0,0,3,83,2,4,0,3,52897,0.1390147406036628,7.494616038537829,22602,12691,126660,0,6,서초구양재동
1094,10929,10929,121900291,원불교,127.0420565,37.48341411,1165010200,서초구,양재동,78,6,2,464,2,0,0,1,116,37,9,0,2,52897,0.1390147406036628,7.494616038537829,22602,30389,111646,0,6,서초구양재동
1095,10930,10930,121900292,원불교,127.0419263,37.48099108,1165010200,서초구,양재동,51,6,2,396,1,0,0,2,120,24,12,0,3,52897,0.1390147406036628,7.494616038537829,22602,12129,12878,0,6,서초구양재동
1096,10931,10931,121900293,동원산업,127.0454402,37.47659509,1165010200,서초구,양재동,66,8,2,464,2,0,0,3,118,32,6,0,2,52897,0.1390147406036628,7.494616038537829,22602,66070,543393,0,6,서초구양재동
1097,10936,10936,121900298,일동제약,127.0376175,37.47735116,1165010200,서초구,양재동,21,2,1,156,1,0,0,3,89,4,4,0,3,52897,0.1390147406036628,7.494616038537829,22602,10187,101231,0,6,서초구양재동
1098,10961,10961,121900323,양재시민의숲매헌역입구,127.0376108,37.46943556,1165010200,서초구,양재동,20,3,1,167,1,0,1,2,41,10,6,0,2,52897,0.1390147406036628,7.494616038537829,22602,5235,2764,0,6,서초구양재동
1099,10962,10962,121900324,양재시민의숲매헌역입구,127.0378469,37.46913327,1165010200,서초구,양재동,21,3,1,176,1,0,1,2,42,10,6,0,2,52897,0.1390147406036628,7.494616038537829,22602,260,3466,0,6,서초구양재동
1114,11189,11189,122000218,원불교앞,127.0423551,37.48355818,1165010200,서초구,양재동,72,6,2,456,2,0,0,1,108,30,9,0,2,52897,0.1390147406036628,7.494616038537829,22602,69080,9598,0,6,서초구양재동
1115,11234,11234,122000264,구룡사입구,127.0507511,37.47192069,1165010200,서초구,양재동,50,13,2,107,3,0,0,1,45,13,3,0,1,52897,0.1390147406036628,7.494616038537829,22602,165756,33171,0,6,서초구양재동
1116,11235,11235,122000265,국악고교사거리,127.048045,37.47452692,1165010200,서초구,양재동,82,18,2,419,5,0,0,1,104,34,7,0,2,52897,0.1390147406036628,7.494616038537829,22602,281595,97856,0,6,서초구양재동
1117,11236,11236,122000266,삼호물산,127.0452517,37.47724305,1165010200,서초구,양재동,57,8,1,447,0,0,0,4,120,31,6,0,2,52897,0.1390147406036628,7.494616038537829,22602,345110,67652,0,6,서초구양재동
1157,11510,11510,122900029,양재역.종합복지관,127.0362733,37.4846217,1165010200,서초구,양재동,102,8,1,452,4,0,2,0,110,93,6,0,6,52897,0.1390147406036628,7.494616038537829,22602,621000,214092,0,8,서초구양재동
1158,11511,11511,122900030,양재역5번출구,127.0366159,37.48467026,1165010200,서초구,양재동,99,7,1,443,4,0,2,0,103,93,6,0,6,52897,0.1390147406036628,7.494616038537829,22602,260777,36626,0,8,서초구양재동
1256,12123,12123,124000020,둔촌푸르지오아파트,127.1446716,37.53464259,1174010600,강동구,둔촌동,77,20,0,317,3,0,0,1,66,34,1,0,3,10704,0.0937010954616588,5.314796425024826,18569,6481,10578,0,7,강동구둔촌동
1257,12125,12125,124000022,둔촌2동주민센터.서울양병원,127.1420298,37.53365008,1174010600,강동구,둔촌동,77,17,0,439,1,0,1,1,81,60,1,0,3,10704,0.0937010954616588,5.314796425024826,18569,7648,13287,0,7,강동구둔촌동
1258,12130,12130,124000027,천호역5번출구.천호사거리,127.1271403,37.53775533,1174010900,강동구,천호동,69,5,3,714,0,0,2,9,134,136,2,0,4,29406,0.1815039302964295,3.28045515394913,62587,108392,79330,0,5,강동구천호동
1259,12159,12159,124000056,암사역2번출구.암사종합시장,127.1275283,37.54960071,1174010900,강동구,천호동,91,27,0,373,3,0,1,1,64,62,0,0,4,29406,0.1815039302964295,3.28045515394913,62587,124563,61880,0,7,강동구천호동
1260,12162,12162,124000059,서울현대요양병원,127.1248167,37.54291928,1174010900,강동구,천호동,44,9,3,475,1,0,1,8,85,77,1,0,3,29406,0.1815039302964295,3.28045515394913,62587,135776,120727,0,5,강동구천호동
1261,12163,12163,124000060,서울현대요양병원,127.124856,37.5420614,1174010900,강동구,천호동,54,6,3,527,0,0,2,8,97,114,2,0,3,29406,0.1815039302964295,3.28045515394913,62587,41994,39843,0,5,강동구천호동
1262,12164,12164,124000061,천호역2번출구.현대백화점,127.123821,37.54024317,1174010900,강동구,천호동,59,3,3,626,0,0,2,7,109,131,3,0,4,29406,0.1815039302964295,3.28045515394913,62587,138875,661307,0,5,강동구천호동
1263,12165,12165,124000062,천호역3번출구.현대백화점,127.1240057,37.53995311,1174010900,강동구,천호동,59,3,3,654,0,0,2,7,114,131,3,0,4,29406,0.1815039302964295,3.28045515394913,62587,215373,88893,0,5,강동구천호동
1264,12194,12194,124000091,약수터,127.1419783,37.53198828,1174010600,강동구,둔촌동,77,14,0,262,5,0,0,1,70,38,1,0,4,10704,0.0937010954616588,5.314796425024826,18569,75819,17709,0,7,강동구둔촌동
1265,12195,12195,124000092,약수터,127.1415428,37.53217107,1174010600,강동구,둔촌동,80,16,0,284,5,0,0,1,72,45,1,0,4,10704,0.0937010954616588,5.314796425024826,18569,41461,55093,0,7,강동구둔촌동
1266,12214,12214,124000111,참잘함한방병원,127.1398826,37.54113355,1174010900,강동구,천호동,85,23,2,476,1,0,1,0,75,52,0,0,1,29406,0.1815039302964295,3.28045515394913,62587,30732,11473,0,7,강동구천호동
1267,12216,12216,124000113,천동초등학교.천호도서관,127.1366641,37.54042365,1174010900,강동구,천호동,62,14,2,414,2,0,1,0,67,62,2,0,0,29406,0.1815039302964295,3.28045515394913,62587,21662,12487,0,7,강동구천호동
1268,12226,12226,124000123,명일역1번출구.명일전통시장,127.1436703,37.55002461,1174010900,강동구,천호동,124,16,2,362,3,0,1,1,70,84,1,0,2,29406,0.1815039302964295,3.28045515394913,62587,72250,36147,0,7,강동구천호동
1269,12228,12228,124000125,굽은다리사거리,127.1433278,37.54791016,1174010900,강동구,천호동,116,24,2,400,3,0,2,1,80,73,3,0,3,29406,0.1815039302964295,3.28045515394913,62587,50139,27309,0,7,강동구천호동
1270,12230,12230,124000127,십자성마을,127.1419715,37.54345768,1174010900,강동구,천호동,84,28,1,350,2,0,1,1,63,32,3,0,4,29406,0.1815039302964295,3.28045515394913,62587,122329,25723,0,7,강동구천호동
1271,12237,12237,124000134,동명약국앞,127.1375191,37.53064703,1174010600,강동구,둔촌동,61,15,1,352,3,0,1,0,77,61,2,0,3,10704,0.0937010954616588,5.314796425024826,18569,77869,55829,0,7,강동구둔촌동
1272,12239,12239,124000136,둔촌동역2번출구,127.1365196,37.52758769,1174010600,강동구,둔촌동,94,9,1,392,3,0,1,0,59,64,1,0,2,10704,0.0937010954616588,5.314796425024826,18569,44327,65524,0,7,강동구둔촌동
1273,12241,12241,124000138,한국전력공사강동송파지사,127.135469,37.52476125,1174010600,강동구,둔촌동,83,8,1,371,3,0,1,0,57,58,2,0,1,10704,0.0937010954616588,5.314796425024826,18569,74015,79293,0,7,강동구둔촌동
1274,12300,12300,124000232,천호우체국,127.1254334,37.5408398,1174010900,강동구,천호동,62,7,3,588,0,0,2,8,110,143,3,0,4,29406,0.1815039302964295,3.28045515394913,62587,61645,59815,0,5,강동구천호동
1275,12306,12306,124000258,성덕중고등학교,127.1425139,37.55053658,1174010900,강동구,천호동,124,14,2,353,4,0,1,1,65,79,0,0,2,29406,0.1815039302964295,3.28045515394913,62587,2036,14641,0,7,강동구천호동
1276,12310,12310,124000269,천호초교입구사거리,127.1338743,37.54591451,1174010900,강동구,천호동,37,21,1,292,4,0,0,0,49,21,0,0,3,29406,0.1815039302964295,3.28045515394913,62587,2922,2481,0,7,강동구천호동
1277,12311,12311,124000272,천호시장,127.1291639,37.54058257,1174010900,강동구,천호동,40,12,3,624,0,0,0,6,99,97,2,0,3,29406,0.1815039302964295,3.28045515394913,62587,61645,59815,0,5,강동구천호동
1278,12312,12312,124000273,천호초교입구사거리,127.133725,37.54597686,1174010900,강동구,천호동,35,20,1,295,4,0,0,0,49,21,0,0,3,29406,0.1815039302964295,3.28045515394913,62587,9016,1379,0,7,강동구천호동
1279,12313,12313,124000274,천호시장,127.1290759,37.54069711,1174010900,강동구,천호동,40,11,3,622,0,0,0,6,94,98,2,0,3,29406,0.1815039302964295,3.28045515394913,62587,61645,59815,0,5,강동구천호동
1280,12315,12315,124000330,천호우체국.로데오거리,127.1273371,37.54034306,1174010900,강동구,천호동,61,8,3,668,0,0,2,8,122,139,3,0,3,29406,0.1815039302964295,3.28045515394913,62587,61645,59815,0,5,강동구천호동
1281,12319,12319,124000334,우성아파트,127.1393385,37.55038573,1174010900,강동구,천호동,85,17,3,301,4,0,1,1,44,54,0,0,2,29406,0.1815039302964295,3.28045515394913,62587,61645,59815,0,7,강동구천호동
1282,12320,12320,124000335,천호우체국.로데오거리,127.1272741,37.54055579,1174010900,강동구,천호동,58,8,3,641,0,0,2,8,115,139,3,0,3,29406,0.1815039302964295,3.28045515394913,62587,61645,59815,0,5,강동구천호동
1283,12326,12326,124000345,천호역,127.127292,37.537724,1174010900,강동구,천호동,69,5,3,709,0,0,3,9,134,139,2,0,4,29406,0.1815039302964295,3.28045515394913,62587,61645,59815,0,5,강동구천호동
1284,12336,12336,124000355,둔촌동역,127.1364583,37.52748053,1174010600,강동구,둔촌동,95,9,1,392,3,0,1,0,58,64,1,0,2,10704,0.0937010954616588,5.314796425024826,18569,61645,59815,0,7,강동구둔촌동
