NODE_ID,RIDE_SUM_6_10,ALIGHT_SUM_6_10
116000647,2641,4976
116000648,29367,163529
116000649,7719,7951
116000650,138,3975
116900001,29634,10253
116900002,23040,163
116900003,9157,1008
116900004,6191,10025
116900005,31580,2984
116900006,13467,29332
116900007,12653,19549
116900008,82364,5927
116900009,1649,1395
116900010,106640,40536
116900011,1270,3421
116900012,20052,30058
116900013,196,3396
116900014,29847,4010
116900015,86857,3990
116900016,37238,599
116900017,4133,22902
116900018,10357,8701
116900019,405,7546
116900020,31418,214594
116900023,5910,1151
116900024,110564,2635
116900025,175678,32812
116900026,3508,31379
116900027,6168,3041
116900028,1699,2013
116900029,247,31210
116900031,277,299
116900032,183,9947
116900033,3007,423
116900034,2177,1941
116900035,21249,13275
116900036,1025,7044
116900038,2260,228
116900041,7132,754
116900042,15836,12032
116900043,2117,3743
116900047,3191,28208
116900049,2530,13068
116900050,4709,18030
116900051,48826,2351
116900052,15474,6923
116900055,23,3324
116900057,2538,5398
116900058,1044,17650
116900059,417,3001
116900060,15155,32997
116900062,203,11633
116900064,7445,10942
116900065,1471,7111
116900067,13233,2709
116900068,14192,7330
116900070,1772,1004
116900072,3341,5735
116900073,1232,5006
116900074,417,990
116900076,2223,10269
116900077,302,3689
116900078,10129,2631
116900079,4896,10269
116900080,287,558
116900081,15111,46044
116900082,12522,86200
116900083,343,712
116900084,5758,4777
116900085,783,6056
116900086,3516,26863
116900088,24935,1598
116900090,1303,1736
116900091,60378,2368
116900092,11669,26148
116900093,224260,97971
116900094,290619,546450
116900095,31207,27191
116900096,12462,38847
116900097,106973,422182
116900098,61602,28738
116900099,17164,75561
116900100,132087,5906
116900101,17312,46225
116900103,1304,25
116900104,1983,44229
116900105,39354,18156
116900106,238206,788
116900107,93848,370255
116900110,2600,121
116900111,124578,24973
116900112,33251,25668
116900113,75918,312177
116900116,2398,72063
116900117,27911,30298
116900118,121932,91424
116900120,44616,3198
116900121,30621,1610
116900122,149535,32663
116900123,62517,19700
116900124,11834,26814
116900125,68305,8695
116900126,8562,63160
116900128,91,2531
116900129,64,14033
116900130,77517,517588
116900131,4836,23317
116900132,8726,6146
116900133,24141,8939
116900134,25587,19361
116900136,24419,30604
116900137,21602,10614
116900138,16155,7198
116900139,5202,12615
116900140,12982,3893
116900141,40081,9647
116900142,160,2245
116900143,43597,7748
116900144,2628,1726
116900145,9392,6830
116900147,12393,149762
116900148,428,871
116900149,3290,21900
116900150,450,367
116900151,8882,3466
116900153,13604,7415
116900154,17282,50188
116900155,3089,4920
116900157,107441,5591
116900158,10269,27345
116900159,7953,56505
116900160,80264,57711
116900161,312202,1073154
116900162,3063,7757
116900163,35962,2716
116900164,13468,6152
116900165,65304,29391
116900166,9980,6873
116900167,53090,2188
116900168,72803,2812
116900169,14087,151499
116900170,66751,30101
116900171,5661,5221
116900172,9300,58371
116900173,51484,744
116900174,8530,18357
116900175,26756,39519
116900178,6093,4574
116900179,3211,42189
116900180,8550,609
116900182,89063,19908
116900183,29971,8322
116900185,5021,3634
116900186,10098,4792
116900187,4388,5534
116900188,15194,1341
116900189,1394,117
116900191,13795,21507
116900192,40978,8626
116900194,10902,162122
116900195,9541,1132
116900196,2385,2516
116900197,14981,905
116900198,3845,64368
116900200,18206,439
116900201,42289,463
116900202,3560,2626
116900203,16396,563
116900204,3957,27109
116900206,10209,403
116900207,1254,3579
116900208,2034,7283
116900209,2544,2368
116900210,45409,26938
116900211,20069,210
116900212,17251,810
116900213,23906,6752
116900214,33620,17973
116900215,6539,2671
116900216,33128,19932
116900218,155,12700
116900219,40425,11529
116900220,13614,18348
116900221,16343,19999
116900222,42156,22509
116900223,4095,9638
116900226,20470,1952
116900227,31106,2872
116900228,46943,11798
116900230,8125,7442
116900231,7514,12544
116900232,3052,21472
116900233,32776,6156
116900234,1467,426
116900235,52241,18997
116900238,52388,15293
116900239,2196,112795
116900240,300282,383087
116900241,5454,1114
116900242,88416,157493
116900243,39,1173
116900245,5300,6136
116900246,15501,3995
116900247,111915,3444
116900248,9030,1914
116900249,47611,2262
116900250,76427,6449
116900251,22095,129436
116900252,26860,42457
116900254,1030,1710
116900255,16113,16949
116900256,88789,15449
116900257,9216,38972
116900258,219,3468
116900259,34958,1684
116900260,99,2595
116900261,7519,226
116900262,51071,19140
116900263,171,1407
116900264,13834,16650
116900265,18446,31
116900266,2582,718
116900267,1732,64
116900268,4371,19674
116900269,40938,121757
116900271,43002,62162
116900272,66007,39594
116900273,2764,57270
116900274,17936,3081
116900275,32751,7163
116900276,25460,48936
116900277,12189,4684
116900278,488,317
116900279,1053,983
116900280,7581,966
116900281,216107,642388
116900282,55,1786
116900283,204,1826
116900284,993,7580
116900285,9282,46775
116900286,7932,591
116900287,494,814
116900288,22063,2624
116900289,2537,41
116900290,2393,110
116900291,3401,1574
116900292,18,3208
116900293,9334,441
116900294,769,7462
116900295,13582,27106
116900296,4836,18623
116900297,5904,10101
116900298,4371,16833
116900299,1332,33238
116900300,140,5223
116900301,4203,34769
116900302,1784,5728
116900303,2353,3398
116900304,3,1958
116900305,4510,2625
116900306,46919,4072
116900307,18248,135
116900308,99,5622
116900309,28773,1651
116900310,8721,3254
116900311,298,17370
116900312,2470,3018
116900313,1614,13594
117000001,317592,417638
117000002,213890,381141
117000003,621377,354268
117000004,207708,490542
117000005,488915,236715
117000006,124869,212283
117000007,798808,133627
117000008,110375,259525
117000009,522946,150252
117000010,111468,208045
117000011,404558,139939
117000012,199173,115980
117000013,295270,123268
117000014,173617,233168
117000015,352476,167623
117000016,30655,59641
117000017,10694,220356
117000018,11754,121369
117000019,8796,15263
117000020,69328,235716
117000021,297624,111799
117000022,18506,50960
117000023,6723,106623
117000024,10844,115269
117000025,15350,471945
117000026,145068,377263
117000027,134640,321766
117000028,93825,215909
117000030,42395,39775
117000031,64596,46782
117000032,168931,195621
117000033,183540,92659
117000034,36952,27033
117000035,48989,59046
117000036,66247,37978
117000037,48087,27766
117000038,36873,59489
117000039,34853,32852
117000040,12418,43696
117000041,127116,12004
117000044,950,55247
117000045,119494,25811
117000046,44695,113657
117000047,127645,83708
117000048,138229,89368
117000049,4338,36896
117000050,53776,116847
117000051,334864,6280
117000052,9182,17729
117000053,128783,2275
117000054,225436,798
117000055,1906,94604
117000056,76678,3103
117000057,72057,133566
117000060,46498,101635
117000061,273504,212544
117000062,16805,77779
117000063,194285,84554
117000064,65169,59268
117000066,28449,67386
117000067,8576,50134
117000074,2990,26823
117000076,7879,5492
117000077,24625,15623
117000078,17790,71893
117000079,36308,20970
117000080,73,53697
117000081,91023,16457
117000082,6443,11385
117000083,67758,39074
117000084,20291,146
117000085,58623,109416
117000086,78186,30593
117000087,17148,61506
117000088,60721,18383
117000089,335169,19868
117000090,43455,62581
117000091,183478,17595
117000092,61837,60264
117000093,269084,44554
117000094,115442,98022
117000095,418825,56426
117000096,100737,97495
117000097,295571,91279
117000098,166479,174372
117000099,571501,96699
117000100,34174,27399
117000101,13603,41097
117000102,292336,52342
117000103,59225,80004
117000104,248135,57671
117000105,48488,75704
117000106,277410,47753
117000107,61261,90662
117000108,353836,99060
117000109,87593,122747
117000110,240398,224296
117000111,454398,411270
117000112,471657,112783
117000113,15246,9551
117000114,40319,38208
117000115,20485,4935
117000116,29615,35591
117000117,171816,93668
117000118,57282,45994
117000119,15705,86355
117000120,5944,168886
117000121,2858,116594
117000122,118741,182699
117000123,256785,6648
117000124,8688,49298
117000125,4836,120302
117000126,5083,56510
117000127,10700,59499
117000128,7758,140274
117000129,50056,190780
117000130,40778,470
117000131,23,10035
117000132,531206,2749
117000133,412399,1022
117000134,61,33164
117000135,305,22766
117000136,26,6531
117000137,37667,12266
117000138,198,86545
117000140,41458,66780
117000141,269189,43076
117000181,27989,14108
117000182,237733,127146
117000195,16972,38042
117000196,39990,17324
117000225,2879,22403
117000226,298,32632
117000276,53884,2523
117000277,18,10944
117000310,98286,312826
117000315,23404,66654
117000320,8999,54
117000906,81801,2051
117000907,642,14673
117000909,2306,1940
117000910,27983,7850
117000911,4495,12515
117000915,310,14195
117000916,11480,861
117000917,179191,5801
117000918,26201,11314
117000919,223,3536
117000920,119,92736
117000921,39,28703
117000922,3472,5770
117000924,113135,103915
117000926,97891,76268
117000927,38547,45383
117000928,18,11495
117000929,99145,17806
117000930,103712,1354
117000931,14848,17359
117900002,7923,96353
117900003,6603,16759
117900005,264,20855
117900006,74,3273
117900007,15547,7530
117900008,16,1679
117900010,63139,8686
117900011,1099,88979
117900012,10750,5414
117900013,130,32941
117900014,113432,19719
117900015,2028,9600
117900016,101772,127645
117900017,186167,81996
117900018,39182,63820
117900019,123528,26725
117900020,4800,24194
117900021,4357,13172
117900023,289701,7132
117900024,11868,9083
117900025,3326,268
117900026,69152,20101
117900028,9315,2861
117900029,43539,45134
117900031,28081,51322
117900032,120264,58020
117900033,74945,38394
117900034,8537,3555
117900035,51956,79013
117900036,53871,19336
117900037,30964,4920
117900038,6663,7298
117900039,54,3712
117900040,25038,8616
117900041,75,2299
117900042,225760,56616
117900043,241,1511
117900044,6483,732707
117900045,37289,8015
117900048,32667,13636
117900049,52476,51952
117900050,632,55954
117900051,866,475
117900052,42560,83511
117900053,206845,14230
117900054,156,1250
117900055,171055,30668
117900056,910,11432
117900057,88260,61255
117900058,899,15408
117900059,10009,15209
117900060,317851,160942
117900061,2867,34943
117900063,82683,20493
117900065,25080,82827
117900066,297,15786
117900067,128113,19009
117900069,177238,12816
117900070,3182,34031
117900071,31956,11374
117900073,113646,18122
117900074,2384,46273
117900075,13597,6481
117900076,6916,7403
117900077,85979,8038
117900078,61238,57297
117900080,30777,4378
117900081,22415,16432
117900082,91700,28825
117900083,110248,47233
117900086,31785,4852
117900087,17224,2459
117900088,65775,82054
117900089,288126,50409
117900090,106715,44269
117900091,15433,5613
117900092,19219,5454
117900093,17370,3182
117900094,8759,4619
117900095,93258,216371
117900096,26877,41306
117900097,20146,5527
117900098,10465,2363
117900099,33979,72574
117900100,66341,257
117900101,99463,278225
117900102,9741,2022
117900103,11452,766
117900104,197,24973
117900105,7548,18027
117900106,12433,3473
117900107,11542,44
117900109,129018,45220
117900110,30956,185
117900111,130464,10656
117900112,11078,1112
117900113,115439,276067
117900114,7660,35
117900115,2365,15615
117900116,74663,43874
117900117,83041,18016
117900118,31037,89
117900119,35923,2461
117900120,75009,3127
117900121,12845,9571
117900122,67597,684019
117900123,150484,38428
117900124,24792,64332
117900125,148307,94677
117900126,13387,19398
117900127,87073,20041
117900128,56982,21759
117900129,16411,182
117900130,76844,64901
117900131,721,9928
117900132,1273,6122
117900133,2287,4050
117900134,11416,11751
117900135,7997,6167
117900136,16,626
117900137,10440,16865
117900138,2,1005
117900139,8038,7869
117900140,733509,9887
117900141,4491,29383
117900142,8106,69951
117900144,2426,111277
117900145,1052,29838
117900146,20319,25039
117900147,14211,8654
117900148,255804,405677
117900149,9320,14896
117900150,7676,5678
117900151,6791,18296
117900152,8609,11799
117900153,3678,17347
117900154,87783,57821
117900156,36264,41715
117900157,9386,46080
117900158,39639,6898
117900160,101277,63194
117900161,80542,63052
117900162,99536,41195
117900163,2884,107387
117900165,57,824
117900166,3455,33665
117900168,5874,9661
117900169,112,4091
117900170,125,2127
117900171,275,756
117900172,1806,675
117900173,4113,3074
117900174,3060,3522
117900175,372,1605
117900176,2615,1665
117900177,2262,1080
117900178,8022,2918
117900180,15024,2179
117900181,5559,51254
117900182,73,7342
117900183,13338,13500
117900184,4826,19161
117900185,5945,2452
117900186,7568,1052
117900187,2891,610
117900188,23182,4251
117900189,13430,3326
117900190,3751,122
117900191,12283,53
117900192,34096,70
117900193,95,6218
117900194,980,811
117900195,1170,15535
117900196,3322,2473
117900207,7555,14465
117900208,3258,2538
117900209,25826,12670
117900210,8574,10008
117900211,266,6629
117900212,16724,9396
117900213,4870,528
117900214,870,1209
117900215,13138,2596
117900216,11922,4003
117900217,5831,4600
117900218,10543,23493
117900219,160,3841
117900220,903,36721
117900222,26496,11611
117900223,16448,41543
117900224,169,5322
117900225,81,5137
118000001,65176,263327
118000002,35023,87800
118000003,224409,571335
118000004,112560,578165
118000005,470016,259147
118000006,430374,409795
118000007,332033,509637
118000008,91783,794033
118000009,163446,338154
118000010,348793,360009
118000011,252265,100181
118000012,109412,154738
118000013,236577,229950
118000014,172329,148891
118000015,44181,47916
118000016,32386,13142
118000017,73083,39191
118000018,37943,13544
118000019,110206,204365
118000020,44973,181054
118000021,67044,255877
118000022,27489,17818
118000023,162238,104245
118000024,53177,92424
118000027,929363,614041
118000029,95554,71050
118000032,28474,181637
118000033,162809,399328
118000034,234285,321068
118000035,172397,216439
118000036,100395,109360
118000037,98769,188267
118000038,89769,8882
118000039,17009,5679
118000040,209983,162328
118000041,419065,152403
118000045,21605,22993
118000046,77891,135952
118000047,39918,257375
118000048,125285,371402
118000051,90231,388853
118000052,41402,146720
118000053,27926,103401
118000054,332747,92071
118000055,247403,153508
118000056,10337,64007
118000057,16814,58499
118000058,151404,545488
118000059,113434,354625
118000060,129049,70504
118000061,129637,148173
118000062,43476,21427
118000063,31655,108378
118000064,57710,130286
118000065,153274,170933
118000066,179511,361120
118000067,42494,68725
118000068,127330,1064709
118000069,88838,157102
118000070,570990,252274
118000071,314754,1077323
118000072,61748,487318
118000073,34910,193853
118000074,49206,180484
118000075,52668,75537
118000076,229915,874223
118000077,102813,196708
118000078,188556,285356
118000079,18249,43759
118000080,42948,136898
118000081,146180,189351
118000082,34775,120376
118000083,105242,175648
118000084,153548,203413
118000086,17751,55145
118000087,430851,252021
118000088,104853,156634
118000089,350256,345740
118000090,111088,393219
118000091,119083,458755
118000092,82425,55935
118000093,11577,71080
118000096,75650,73136
118000097,61991,74174
118000098,21494,31015
118000099,94478,31724
118000101,221391,46717
118000102,74843,57612
118000107,220013,42382
118000108,59364,583612
118000110,114,4248
118000111,90,12755
118000112,210636,708
118000113,1132,30534
118000114,143469,1742
118000115,821,1658
118000116,4627,38
118000117,57293,98211
118000118,131143,184654
118000119,149232,183514
118000120,119452,96798
118000121,3178,55365
118000122,52600,31792
118000123,9136,26430
118000125,94969,228375
118000126,63083,321115
118000127,105333,108628
118000128,30183,218399
118000129,149207,95685
118000130,207464,291051
118000131,44896,104872
118000132,279262,232750
118000133,222760,89473
118000135,52015,102798
118000136,12183,106337
118000137,43116,18026
118000138,42715,33805
118000139,57360,14733
118000140,415592,947916
118000141,327860,152358
118000142,329180,142023
118000143,462789,196654
118000144,72102,36610
118000145,135418,83383
118000146,143268,30097
118000147,130271,72513
118000148,136211,129239
118000149,111976,42638
118000150,104307,25760
118000151,91857,19799
118000153,216076,74269
118000154,361346,116457
118000155,272696,104785
118000156,170399,329947
118000157,85386,32975
118000158,31824,56163
118000159,5002,12540
118000160,81094,26247
118000161,62039,27274
118000162,177318,84214
118000163,114887,92309
118000164,208251,129850
118000168,31437,83312
118000169,111344,73849
118000170,254034,202626
118000171,31515,43298
118000172,9659,17875
118000173,109815,131376
118000175,24948,24734
118000176,46674,31960
118000177,34973,55662
118000178,1116,838
118000179,66390,82403
118000180,57916,46294
118000181,47170,14287
118000182,29484,14323
118000183,25840,24908
118000184,152648,36837
118000185,50153,175275
118000186,41289,131937
118000187,260062,33953
118000188,103553,5730
118000189,111316,25460
118000190,1337,1190
118000191,3490,1673
118000192,5837,19113
118000193,1836,15102
118000194,184088,82174
118000195,19906,455742
118000196,6408,88671
118000197,15198,113873
118000198,34590,275288
118000199,44146,396503
118000200,6479,66748
118000201,11659,94251
118000202,2696,64178
118000203,35964,145498
118000204,3810,61281
118000205,6703,29010
118000206,21372,28991
118000207,14,6126
118000208,116262,94469
118000209,259385,69755
118000210,22675,3144
118000211,16263,3602
118000213,44571,522067
118000214,29230,88012
118000215,45641,9585
118000216,847021,186297
118000217,767,1335
118000218,8993,3276
118000219,17057,20106
118000220,5183,3626
118000221,61183,63924
118000222,10224,523
118000223,10418,3933
118000224,11196,4308
118000225,13832,121843
118000226,153134,16596
118000227,95611,47282
118000228,4621,31865
118000229,2935,74330
118000230,9163,17530
118000231,3347,32488
118000232,102398,23499
118000233,138875,43249
118000234,58596,8040
118000236,25994,31684
118000237,12634,13783
118000238,25887,10754
118000239,33117,36447
118000240,11642,7840
118000241,29505,8630
118000242,58049,12920
118000243,28301,11581
118000244,10653,4337
118000246,592,7175
118000255,8925,34617
118000256,23162,20391
118000259,695,6619
118000260,23228,4619
118000261,6278,1379
118000263,11262,13576
118000266,22314,13059
118000267,68,33573
118000268,28760,953
118000270,25987,676
118000271,29453,15315
118000272,1933,435
118000273,33243,3644
118000274,7582,20956
118000276,42244,11818
118000295,2732,9341
118000298,12415,13462
118000299,10375,6924
118000301,71,17247
118000302,8002,1804
118000311,140269,4658
118000312,38998,5934
118000313,5880,4165
118000314,23497,2159
118000315,3960,1254
118000316,104429,28604
118000325,8410,1686
118000326,4616,1879
118000331,4489,1158
118000332,3569,1025
118000333,3490,3156
118000335,89145,184
118000336,34,11168
118000407,28423,2810
118000457,529,9278
118000465,47278,240321
118000480,8438,3856
118000489,712,47569
118000490,4082,25114
118000492,74307,14305
118000510,3861,1502
118000511,1849,2089
118000513,87294,572612
118000514,6945,53169
118000515,41453,146007
118000517,35434,16076
118000524,14198,37670
118000525,40727,48314
118000530,2994,15985
118000531,53654,19033
118000532,32089,17175
118000533,22298,10225
118000534,78357,27804
118000535,52077,8566
118000536,3618,37369
118000537,2068,9109
118000538,4615,9767
118000539,2525,12416
118000540,16263,18690
118000541,8923,9818
118000542,12896,33165
118000543,21043,31367
118000546,4874,2297
118000553,283,112
118000557,0,1
118000560,80937,225142
118000562,7581,6515
118000563,115568,95542
118000576,31801,7142
118000577,23269,19848
118000578,20642,5993
118000579,53811,196866
118000583,472,14
118000595,32872,6440
118000596,153,47891
118000597,28915,11087
118000598,1930,94
118000599,35356,4291
118000600,311,401
118000601,2514,18
118000602,230,696
118000603,9,3253
118000605,17630,14188
118000606,3559,2778
118000607,40463,17818
118000608,6551,3030
118000610,4914,343
118000611,8781,797
118000612,6,17
118900001,35050,95095
118900002,61339,89374
118900003,38762,658
118900004,18112,3572
118900005,7042,479
118900006,21879,127
118900007,164,77
118900008,101406,3829
118900009,7514,7524
118900010,12940,1393
118900011,13481,1037
118900012,23477,19115
118900013,103019,42792
118900015,29893,2026
118900016,698,597
118900017,1940,23704
118900018,79473,3027
118900019,747,730
118900020,2064,14165
118900021,11257,55922
118900022,14828,1635
118900023,6234,14343
118900024,9613,9597
118900025,1996,7049
118900026,6487,993
118900027,39879,11459
118900028,20666,9368
118900029,17805,28751
118900030,77468,10638
118900031,13007,2182
118900032,23921,5797
118900033,29951,53211
118900034,23801,12384
118900035,10105,4667
118900036,115782,25985
118900037,23969,52124
118900038,52826,5136
118900039,76913,13823
118900040,19681,8481
118900041,84808,23110
118900042,14587,4843
118900045,16937,21029
118900046,8958,9570
118900047,22970,44488
118900048,11227,32865
118900049,11790,3090
118900050,11047,1902
118900051,5985,17538
118900052,17470,34638
118900053,1420,8242
118900054,21919,4837
118900055,18441,1280
118900056,4008,22143
118900057,30295,17399
118900058,50119,37724
118900059,1797,13965
118900060,555,242
118900062,18869,8665
118900064,17104,55831
118900065,7574,11361
118900066,14696,7863
118900067,310248,469921
118900068,810,40850
118900069,59573,17455
118900071,332,883
118900072,76304,61636
118900073,30379,6989
118900074,19264,3996
118900075,21977,1293
118900076,24126,15404
118900077,42201,10603
118900078,641,44
118900079,3701,9258
118900080,6992,2846
118900081,4419,5738
118900082,198999,17595
118900083,1873,289
118900084,1448,723
118900085,37785,25184
118900086,3495,11340
118900087,7182,81980
118900088,934,392
118900089,2695,2092
118900090,32291,10045
118900091,10989,27917
118900092,23414,3622
118900093,7313,1644
118900096,6959,17058
118900097,34042,30800
118900099,6840,11194
118900100,5300,13964
118900101,10221,8829
118900102,2315,9490
118900103,961,9667
118900104,25340,5557
118900105,12005,3661
118900107,6327,2727
118900108,5919,8813
118900110,81825,92756
118900111,78383,33101
118900112,22401,24071
118900113,27589,23998
118900114,430,9123
118900115,7177,23246
118900116,9332,9282
118900117,12568,6997
118900118,36205,16392
118900119,27979,13740
118900120,6456,22049
118900121,2210,8827
118900122,537,83830
118900123,12497,20225
118900124,10163,16916
118900126,3784,25247
118900129,30647,12395
118900130,2124,15563
118900131,39532,16148
118900132,30184,14426
118900133,726,18169
118900135,25896,13948
118900136,27303,19986
118900137,348,9082
118900139,50423,17264
118900140,61942,27769
118900141,14082,9001
118900144,29362,15466
118900145,1157,10470
118900146,46400,29582
118900147,9504,54413
118900148,5795,2128
118900150,41476,58731
118900152,49290,30450
118900157,3443,31796
118900158,20791,2444
118900159,110,7381
118900161,5493,2582
118900163,4002,4631
118900164,37,3565
118900165,5906,3399
118900166,922,40
118900167,4992,2806
118900168,2953,13041
118900169,14948,8639
118900170,25065,4018
118900171,3465,1896
118900174,4832,2087
118900175,7375,2856
118900176,28370,20683
118900177,11860,1072
118900178,9529,5177
118900179,11562,1404
118900181,513,105
118900182,2081,2336
118900183,3596,14135
118900184,16181,3762
118900185,34313,3709
118900186,5339,12519
118900187,12173,42273
118900188,28426,24959
118900189,3516,66859
118900190,4701,9978
118900191,61590,3457
118900192,60892,1436
118900193,129620,615
118900195,14426,28614
118900196,3289,7831
118900197,44386,4005
118900198,4824,220
118900199,10530,923
118900200,4120,1991
118900201,4165,5184
118900202,505,4766
118900203,5425,990
118900204,2392,1725
118900205,362,192
118900206,138,233
119000001,173602,183692
119000002,343383,314651
119000003,469093,80511
119000004,307367,211943
119000005,227760,298424
119000006,585950,211341
119000007,439288,387103
119000008,192400,173374
119000009,230244,697004
119000010,379396,451952
119000011,178656,193912
119000012,100020,276883
119000013,299073,171857
119000014,155469,198836
119000019,7203,2941
119000020,294403,146083
119000021,573403,356438
119000022,95077,374428
119000023,23890,34707
119000024,190436,2172729
119000025,298980,90559
119000026,3263,51272
119000027,24360,38430
119000028,145123,47723
119000029,5455,19868
119000030,62370,72610
119000031,122841,52663
119000032,131808,135883
119000033,208714,88201
119000034,147392,49022
119000035,2359,16619
119000036,305466,35074
119000037,177218,59498
119000038,32655,27812
119000039,73879,38885
119000040,84977,93137
119000041,87180,199408
119000048,194002,113980
119000049,326511,144555
119000050,98732,170855
119000051,241176,112628
119000052,278390,182788
119000053,244088,93256
119000054,351492,110830
119000055,661745,135807
119000056,421746,125692
119000057,194161,67272
119000058,143287,80150
119000059,95269,95539
119000060,207480,69681
119000061,104150,42028
119000062,103169,81249
119000063,85108,89019
119000064,75749,69541
119000065,108780,247388
119000066,228408,126900
119000067,178802,94233
119000068,224861,67503
119000069,234173,104792
119000070,381839,48491
119000071,93737,35311
119000072,382474,213717
119000073,400815,1014487
119000074,183929,109523
119000075,508478,189673
119000076,24980,85964
119000077,51129,31860
119000078,65745,84595
119000079,56277,53817
119000080,97763,15497
119000081,38224,48887
119000082,116762,23313
119000083,83619,69429
119000084,47080,33390
119000085,82265,14353
119000086,51589,135734
119000087,75902,24809
119000088,51179,16079
119000089,23386,32651
119000090,18653,8356
119000091,25260,39960
119000092,33445,18468
119000093,325639,173347
119000094,495691,462222
119000095,266045,342314
119000097,139797,65733
119000098,124193,627556
119000099,158162,71438
119000100,459949,286088
119000101,298689,134674
119000102,30766,149499
119000103,77018,52436
119000104,123692,56521
119000105,77287,290284
119000106,42733,47006
119000107,170227,63565
119000108,88345,49230
119000109,15016,46405
119000110,20900,25266
119000111,5100,67736
119000112,14893,10657
119000113,80509,24197
119000114,89212,107256
119000115,10068,13402
119000116,13076,10988
119000117,22091,28543
119000118,755,56
119000123,143953,251621
119000124,163500,16168
119000125,557017,40409
119000126,271035,45359
119000127,102898,29816
119000128,1949,198
119000131,131152,17149
119000132,49,202
119000133,203,541
119000134,109123,70397
119000135,24694,19002
119000136,39080,6164
119000137,40708,11001
119000138,93807,7058
119000139,17499,4674
119000140,21781,30285
119000284,104405,149911
119000285,147295,82545
119000286,265707,216762
119000287,134005,143889
119000288,220271,70023
119000289,129348,215803
119000290,22244,23200
119000291,6288,25650
119000293,16435,20861
119000294,5404,3159
119000295,149138,21150
119000296,59473,18843
119000297,0,0
119000299,0,3
119000302,166150,102223
119000303,1975,31436
119000304,1,0
119000310,0,1
119000314,136818,1177769
119000315,152,12518
119000316,30360,9347
119000317,15325,8115
119000319,156793,16697
119900001,10206,167538
119900002,34155,18697
119900003,940,27761
119900004,8692,210956
119900005,26170,5254
119900006,8315,36203
119900007,43533,17071
119900008,1769,12036
119900009,42440,18279
119900010,54786,40170
119900011,2660,26748
119900012,1562,11664
119900013,145228,119176
119900014,40553,10079
119900015,34321,3572
119900016,3115,3304
119900017,4077,3432
119900018,66198,163310
119900019,7601,361
119900020,5384,9526
119900021,14421,3118
119900022,7181,79958
119900023,42378,265435
119900025,40063,1129
119900026,32477,7842
119900027,1042,1032
119900028,26284,22166
119900029,224,107
119900030,35520,36189
119900031,35216,99245
119900033,78165,22792
119900034,81097,1506
119900037,19655,1131
119900038,1731,43217
119900039,10573,773
119900040,11926,3493
119900041,24755,832
119900042,5922,29115
119900043,13908,8769
119900044,14332,87853
119900046,25464,1047
119900047,33652,16681
119900049,19666,292
119900050,7164,14840
119900051,178707,1518
119900052,12710,812
119900053,29304,10161
119900054,46390,1124
119900055,121822,24352
119900057,38859,1107
119900058,36902,338
119900059,5958,2158
119900060,33976,3683
119900061,64259,361
119900062,16691,531
119900063,1316,9479
119900065,26592,369
119900067,7668,452
119900068,61805,257
119900069,9474,645
119900070,82384,413
119900071,85228,2588
119900073,102202,16200
119900074,2831,6829
119900075,114325,135114
119900076,72470,19765
119900077,122926,21208
119900078,65727,39203
119900079,78768,9787
119900080,38012,20446
119900081,142454,822
119900082,193608,13689
119900083,42902,3843
119900084,30649,26263
119900085,5765,1989
119900086,39910,36763
119900087,15744,44291
119900088,3842,1436
119900089,1691,10118
119900090,4061,1353
119900091,5433,25070
119900092,3221,65911
119900093,117192,13424
119900094,1787,42643
119900095,11370,4653
119900096,2965,5084
119900097,9167,24156
119900098,3343,2390
119900099,1901,4978
119900100,60756,224261
119900101,12895,90337
119900102,4049,7958
119900103,3922,6371
119900104,2390,3550
119900105,50721,188823
119900106,222,5600
119900107,23651,73598
119900108,289020,46202
119900109,2756,8642
119900110,60988,33666
119900111,24716,14437
119900112,53801,78215
119900113,3502,13151
119900114,30884,34497
119900115,36823,17433
119900116,9443,38433
119900117,43096,20196
119900118,8539,14797
119900119,31717,12006
119900120,39163,21404
119900121,66307,27228
119900122,4503,7170
119900123,8203,15973
119900124,30980,21392
119900125,3181,11169
119900126,170602,13595
119900127,46340,22936
119900128,45414,47310
119900129,40024,11342
119900130,1160,8313
119900131,4606,4992
119900132,2199,5850
119900133,9308,4480
119900134,36956,5646
119900135,110,9934
119900136,6301,10877
119900138,10479,15789
119900139,861,25825
119900140,83,4134
119900141,2497,68760
119900142,88,1222
119900143,1332,8544
119900144,64662,12931
119900145,4165,4999
119900146,14998,11422
119900147,109,8485
119900148,33788,1782
119900149,28863,665674
119900150,8201,4010
119900151,127178,78003
119900152,12710,6251
119900153,23839,2394
119900154,3151,23930
119900155,2079,1208
119900156,1336,430
119900157,16093,7127
119900158,18953,3901
119900159,286,21713
119900160,2098,8430
119900161,13863,5493
119900162,125099,47043
119900163,6183,9671
119900164,81,395
119900165,17614,3454
119900166,6655,2171
119900167,320,2748
119900168,180686,20035
119900169,2374,18657
119900170,9586,14756
119900171,66865,34271
119900172,2672,951
119900173,1724,9752
119900174,321,8137
119900175,238226,27412
119900177,2444,8402
119900178,1210,7315
119900179,21916,118793
119900180,136296,52546
119900181,1582,6803
119900182,753,5698
119900183,8067,34611
119900184,38627,21130
119900185,3443,30273
119900186,965,136733
119900187,767,11650
119900188,16901,18106
119900189,11202,22046
