NODE_ID,RIDE_SUM_6_10,ALIGHT_SUM_6_10
108900041,279057,262560
108900042,386,29560
108900043,3251,28877
108900044,53,7716
108900045,8900,8671
108900046,1687,13050
108900047,2820,19251
108900048,9007,20610
108900049,74017,263007
108900050,293,7008
108900051,92,4352
108900052,3531,5438
108900053,6631,53908
108900054,5117,6507
108900055,2211,25514
108900056,230,3121
108900057,43,3604
108900058,6431,7114
108900059,119495,3774
108900060,5479,14716
108900061,4387,1690
108900062,310,10901
108900063,2340,6686
108900064,42891,866
108900065,3488,6843
108900066,50973,9538
108900067,465,11096
108900068,2177,7002
108900069,11373,1566
108900070,3447,2748
108900071,14956,4042
108900072,93870,17406
108900073,5573,12809
108900074,53920,4801
108900075,1073,1477
108900076,69172,2574
108900077,9618,15512
108900078,6702,2224
108900079,24671,5852
108900080,1013,84632
108900081,4417,15512
108900082,11316,4297
108900083,1354,25531
108900085,90268,13103
108900086,23281,5979
108900087,6962,10670
108900088,57762,40144
108900089,1285,10684
108900090,11950,3712
108900091,11214,2730
108900092,45566,27150
108900093,8265,6277
108900094,33866,8608
108900095,3511,9756
108900096,23748,686
108900097,26228,7405
108900098,71538,70269
108900099,58632,8703
108900100,5827,5401
108900101,23934,44579
108900102,1734,153857
108900103,19570,24515
108900105,786,278329
108900106,61152,8127
108900108,26912,2269
108900109,101734,9287
108900110,17699,11064
108900111,57041,12670
108900113,6137,6224
108900114,35694,3277
108900115,16416,14456
108900116,7418,809
108900117,38347,2440
108900118,86290,2027
108900119,53101,2456
108900120,3185,1622
108900121,19799,6300
108900122,32134,2865
108900123,40668,7146
108900124,121326,15505
108900125,88131,952
108900126,20038,4580
108900127,33517,3860
108900128,27191,3315
108900129,157021,13592
108900130,75840,220
108900131,71244,476
108900132,65903,4064
108900133,37805,2724
108900134,92460,8558
108900135,41230,896
108900136,3016,65
108900137,29913,169
108900138,108112,4391
108900140,83912,5065
108900141,68369,1410
108900142,8866,866
108900143,12153,33
108900144,17714,126
108900145,37990,2131
108900146,13533,52
108900147,45871,118
108900148,6398,703
108900150,26043,481
108900151,3254,319
108900152,13998,152
108900153,27748,5635
108900154,477253,20214
108900156,16925,808
108900157,2787,18144
108900158,62344,6099
108900159,4313,9739
108900160,106,640
108900161,6121,23492
108900162,25495,447
108900163,675,51622
108900164,6573,3086
108900168,213850,169349
108900169,6383,7338
108900171,177610,333074
108900172,14827,5458
108900173,5025,19652
108900174,114598,29388
108900176,335,1227
108900177,223041,921755
108900178,140566,482898
108900180,6457,24881
108900183,13704,14343
108900184,46560,25675
108900185,5011,29610
108900186,7820,25644
108900189,41801,18159
108900190,95628,112512
108900192,6481,9173
108900195,7695,6888
108900196,4381,13902
108900199,20603,22319
108900200,4881,2839
108900201,27149,64526
108900203,39494,7688
108900204,43906,987
108900205,29307,2217
108900206,46115,6716
108900207,26531,29132
108900208,1100,19948
108900209,13069,28665
108900210,10456,7497
108900211,13633,55754
108900212,10715,223571
108900215,5003,23867
108900216,18788,48757
108900217,6792,20
108900218,4258,1664
108900221,3456,4740
108900224,3632,6440
108900225,70,15414
108900227,1502,1884
108900230,6539,10861
108900232,127,8040
108900233,44202,13728
108900234,24708,15985
108900235,12526,23859
108900236,2637,21639
108900240,11724,5046
108900241,5044,2715
108900245,270,151284
108900250,14653,3354
108900258,606,5096
108900259,2804,3172
108900260,1390,1967
108900261,3572,2815
108900262,6946,9694
108900263,3277,9717
108900264,10631,13324
108900265,40110,39046
108900266,13269,148500
108900267,1133,37334
108900268,936,2338
108900269,15281,2035
108900270,18345,889
108900271,9522,5602
108900272,36409,2010
108900273,14998,69480
108900274,4394,634
108900277,19,1798
108900278,12626,351
109000001,366909,288190
109000002,52728,275527
109000003,375690,35896
109000004,56184,162059
109000005,238081,50089
109000006,77910,118603
109000007,233196,60519
109000008,84736,100651
109000009,380499,110991
109000010,75219,198671
109000011,564652,186346
109000012,146401,180584
109000013,547162,515745
109000014,163550,136076
109000015,437884,1608205
109000016,300189,143479
109000017,404112,128412
109000018,135002,132855
109000019,306747,156817
109000020,96601,140851
109000023,25644,1079
109000024,747,18883
109000025,21277,65165
109000026,54034,22539
109000027,6522,39682
109000028,9007,4368
109000029,7670,40187
109000030,5832,26884
109000031,40153,11432
109000032,10028,31075
109000033,69348,19777
109000034,4912,4679
109000035,2584,4678
109000036,10304,35776
109000037,38050,363952
109000038,47883,31767
109000039,102295,70669
109000040,159045,1150743
109000041,306096,648500
109000042,61093,170101
109000044,57343,13700
109000045,27725,22549
109000046,46763,6362
109000047,8277,21538
109000048,50422,55675
109000049,16851,33843
109000050,44104,31883
109000051,17651,9472
109000052,55164,35644
109000053,274992,34708
109000054,17264,40378
109000055,44086,73393
109000056,30546,26026
109000057,104616,39384
109000058,43602,10267
109000059,17885,113810
109000060,28059,53178
109000061,33093,161711
109000062,15230,32539
109000063,21094,10542
109000064,60159,7445
109000065,29778,25710
109000066,58738,3968
109000067,8739,12631
109000068,58719,1610
109000069,59874,2073
109000070,4628,136572
109000071,37007,7761
109000072,13358,23911
109000073,7345,8155
109000074,1910,10923
109000075,9621,18187
109000076,23354,43100
109000077,30729,19617
109000078,17278,15912
109000079,18070,7716
109000080,41548,7975
109000081,18778,24172
109000082,132326,12690
109000083,39966,32774
109000088,19942,16021
109000089,35371,7157
109000090,12931,16044
109000091,46546,10003
109000092,20638,16540
109000093,33229,8952
109000094,103039,591
109000095,20865,20536
109000096,114552,15287
109000097,7775,8367
109000098,9373,10408
109000099,91999,10889
109000100,37868,31500
109000101,198765,32005
109000102,57917,32286
109000103,185917,40822
109000104,308621,26909
109000105,56085,45457
109000106,229543,36608
109000107,53533,70038
109000108,263259,39159
109000109,46151,59512
109000110,136118,43048
109000111,67444,81558
109000112,38615,10505
109000113,46742,22686
109000114,12287,38829
109000115,86243,6663
109000116,5193,68446
109000117,28325,3141
109000118,4178,21326
109000119,218289,9691
109000120,51195,29672
109000121,128142,6725
109000122,35678,17243
109000123,12642,12232
109000124,224822,29123
109000125,107880,24474
109000126,60821,35683
109000127,328634,17679
109000128,69979,43410
109000129,376888,41385
109000130,51798,57977
109000131,160711,89593
109000132,51720,112341
109000133,17582,34698
109000134,38691,80797
109000135,47943,96519
109000136,32945,19243
109000137,46472,34911
109000138,46157,14526
109000139,72405,32128
109000140,22459,31080
109000141,131742,45934
109000142,16874,25265
109000143,12988,7359
109000145,10513,29338
109000146,4101,4770
109000148,118693,126436
109000149,1634,9961
109000150,9092,20173
109000155,99892,76222
109000156,83656,23821
109000158,4544,21372
109000159,8312,32418
109000160,194687,13236
109000161,80839,66333
109000162,228064,31522
109000163,155964,75758
109000164,172797,122127
109000165,179048,42431
109000166,155907,7940
109000167,15249,26290
109000170,3494,3213
109000171,12474,2122
109000172,2388,5215
109000173,2405,16182
109000174,26812,2093
109000175,13398,17650
109000176,60598,14187
109000177,4493,7677
109000178,128860,13483
109000179,198374,570004
109000180,230189,241853
109000181,3958,1019
109000182,5361,973
109000183,6313,1196
109000184,6575,998
109000185,4758,2089
109000188,39866,131180
109000189,326832,126337
109000190,81935,34959
109000191,41212,39540
109000192,69933,7069
109000193,48801,7115
109000194,39562,3496
109000195,33749,6402
109000196,28402,3408
109000197,26146,13806
109000198,39467,3741
109000199,23058,18095
109000206,20010,2510
109000207,28143,2786
109000208,10400,16573
109000209,16042,8276
109000210,18551,25831
109000211,144182,37929
109000214,62990,28716
109000215,13574,6049
109000216,44498,36850
109000217,13079,27173
109000218,27965,31974
109000221,16037,42785
109000222,69728,14653
109000223,62118,34343
109000224,11287,3762
109000225,28212,2186
109000226,10112,12956
109000227,227940,28133
109000228,195,79018
109000231,233,8346
109000232,85534,9121
109000236,16774,34806
109000241,174470,71042
109000242,127054,47618
109000293,11177,19841
109000361,29678,14298
109000364,10055,36729
109000396,482,18734
109000397,75644,1725
109000399,11568,20635
109000400,18164,18259
109000403,4274,162969
109000406,92794,2816
109000407,21065,10512
109000408,61,35502
109000410,73040,13832
109000411,63058,4376
109000412,453,2883
109000413,67,1101
109000414,564,17
109000415,187,806
109000416,346,51
109900001,15514,117
109900002,105445,1081
109900003,72837,505
109900005,468,22
109900006,66745,7671
109900007,172058,8745
109900008,22,1752
109900009,17603,16900
109900010,80466,4520
109900011,3804,3168
109900012,33698,32643
109900013,44206,16246
109900014,33716,7787
109900015,5178,2440
109900016,15938,860
109900017,27711,19946
109900018,18995,1739
109900019,22084,2969
109900020,5874,3219
109900021,4595,802
109900022,31120,15923
109900023,2459,261
109900024,2245,125
109900025,574,875
109900027,3954,2759
109900028,26904,235068
109900029,224,9814
109900030,3160,709
109900031,137,37037
109900032,502,13942
109900033,217,29442
109900034,4413,535
109900035,7361,8527
109900036,2521,11811
109900037,945,20651
109900038,9798,14917
109900039,958,69
109900040,2988,18460
109900041,5674,14354
109900042,1564,84251
109900044,10113,32103
109900045,9391,4455
109900046,33518,10530
109900047,18932,16708
109900048,222,5765
109900049,1995,3162
109900050,65,2931
109900051,50,816
109900052,5045,23274
109900053,279,4804
109900054,127262,8478
109900055,10368,11430
109900056,5844,33225
109900057,236,6703
109900058,182,3676
109900060,110926,4989
109900061,4964,6514
109900062,17,5912
109900064,71539,7198
109900065,7822,6099
109900066,26896,35481
109900067,31,6583
109900068,8123,447
109900069,2249,874
109900071,810,794
109900072,1118,4851
109900073,66604,8914
109900074,1255,1044
109900075,3072,4118
109900076,6094,8255
109900077,1992,2438
109900078,7146,7742
109900080,11947,8982
109900081,535,13983
109900082,6048,9280
109900083,1367,2711
109900084,4558,9846
109900085,6314,18069
109900086,8725,132250
109900087,5763,22810
109900089,87823,14493
109900090,4390,9828
109900092,24550,11063
109900093,139398,12325
109900094,11271,6419
109900095,270,709
109900096,17319,1086
109900097,22020,137
109900098,79921,4048
109900099,63156,528
109900100,8320,27
109900101,8150,35
109900102,60329,2005
109900103,1897,3952
109900104,128489,9918
109900105,69699,1910
109900106,42910,3078
109900107,78386,4049
109900108,21868,13591
109900109,4574,15129
109900111,5676,18354
109900113,22941,10093
109900114,38580,117487
109900115,18167,8012
109900117,170487,6489
109900121,18300,18931
109900123,2742,3924
109900125,40,9630
109900126,52154,2066
109900130,14117,26292
109900131,2328,6052
109900132,1852,4114
109900134,5563,16168
109900135,22412,2271
109900137,24657,16011
109900140,15551,6179
109900149,1916,2184
109900150,806,2590
109900151,801,1893
109900152,36,1790
109900153,66,7170
109900154,3673,30
109900155,5999,2739
109900157,4565,5678
109900159,12556,2628
109900161,37343,4381
109900162,30858,9896
109900163,1731,676
109900164,7719,22208
109900165,28208,359
109900166,112,12849
109900167,14932,14165
109900168,12769,27242
109900169,22410,9568
109900170,20234,157814
109900171,34312,7596
109900172,29313,29850
109900173,101475,213010
109900174,4123,5274
109900175,9396,14867
109900176,12525,7237
109900177,2540,5866
109900178,320,28318
109900179,1063,3776
109900180,1874,1019
110000001,63158,29700
110000002,55682,53405
110000003,51498,57897
110000004,37428,46903
110000005,23550,200789
110000006,39286,27269
110000007,11332,6040
110000008,2488,27604
110000009,6732,2729
110000010,5625,9498
110000011,5511,3380
110000012,71817,16697
110000013,7021,99714
110000014,78377,43530
110000015,19898,69664
110000016,23936,185470
110000017,247318,28149
110000018,215793,32163
110000019,988,8475
110000020,81219,29534
110000021,15335,31273
110000022,99833,6451
110000023,644,12549
110000024,50261,31108
110000025,126981,408
110000026,364,16088
110000027,42820,138571
110000028,126416,38102
110000029,49250,35743
110000030,39672,40325
110000031,38203,17959
110000032,110819,19465
110000033,21873,20317
110000034,62595,35462
110000035,78286,41130
110000036,172729,42033
110000037,31418,34750
110000038,36944,71898
110000039,93653,633136
110000040,33749,28657
110000041,40762,283735
110000042,10984,52794
110000043,80707,44041
110000044,3176,90184
110000045,16113,17873
110000046,529,9436
110000047,1958,9106
110000048,779,11745
110000049,1745,1743
110000050,640,15707
110000051,3218,1236
110000052,8367,5349
110000053,2204,1437
110000054,8559,73316
110000055,11722,17192
110000056,4710,17809
110000057,45618,43123
110000058,107014,32872
110000059,70959,39175
110000060,123588,63289
110000061,36730,43162
110000062,53474,62414
110000063,7791,30557
110000064,10387,3401
110000065,17175,13984
110000066,9605,2097
110000067,5886,8923
110000068,45285,5347
110000069,76427,2229
110000071,77128,3132
110000073,4899,412
110000075,5210,6912
110000076,37175,38475
110000077,19774,124450
110000078,10815,1407
110000080,25278,25995
110000081,7419,22813
110000082,5424,32708
110000083,23881,25784
110000084,157607,125095
110000085,79964,107515
110000086,80247,258688
110000087,2675,4591
110000088,20234,16022
110000089,49165,4547
110000090,19816,39305
110000091,60262,14035
110000092,3886,3375
110000093,6355,2934
110000094,42009,12415
110000095,12927,64285
110000096,102541,208122
110000097,74889,201620
110000098,180256,58457
110000099,101143,122984
110000100,202885,14003
110000101,15462,10074
110000102,16266,6538
110000104,43288,29157
110000105,7130,50023
110000106,55508,61197
110000107,18422,32736
110000108,14552,112907
110000109,17391,23432
110000110,116773,258489
110000111,244085,273537
110000112,23821,116346
110000113,7389,316861
110000114,64650,79961
110000115,80640,23545
110000116,10098,9081
110000117,55429,16074
110000118,84314,11088
110000119,61854,14640
110000120,43003,11980
110000121,9475,37108
110000122,21868,18973
110000123,63772,19584
110000124,69,39020
110000125,90009,401
110000126,25528,1269
110000127,125602,8237
110000128,1902,39241
110000129,766,26463
110000130,39792,22710
110000131,3824,29622
110000132,105,22099
110000133,3663,43101
110000134,3281,31223
110000135,23380,2689
110000136,8298,19626
110000137,86334,23024
110000138,81460,28889
110000139,173263,28518
110000140,95713,65943
110000143,53356,23193
110000144,151003,158095
110000145,123421,116586
110000146,101529,50242
110000147,31296,89040
110000148,81934,15735
110000151,40052,141135
110000152,38945,69200
110000153,25286,1069
110000154,2803,6382
110000155,37990,194314
110000156,87397,121898
110000157,96812,189403
110000160,39232,21944
110000161,23396,18792
110000166,94287,5232
110000167,170134,68153
110000168,67246,80984
110000169,74815,37497
110000170,21243,12231
110000171,55519,12737
110000172,36827,41508
110000173,53402,51158
110000174,17416,31726
110000175,146117,10006
110000176,14899,100996
110000177,21137,184919
110000178,40303,300949
110000179,95542,24783
110000180,53702,20492
110000181,121490,25966
110000182,52726,7882
110000183,394830,735506
110000184,31384,337237
110000185,39901,67807
110000186,50740,121801
110000191,149482,8098
110000192,82344,1006
110000193,150532,1213
110000194,376,60167
110000195,67903,6982
110000196,75354,6327
110000197,11096,3948
110000198,8649,3974
110000199,7945,29055
110000200,53987,64664
110000201,91197,152019
110000202,104311,40981
110000203,25853,33594
110000204,336,12194
110000205,40939,3620
110000206,27106,30935
110000207,177410,19996
110000208,16065,31686
110000209,5403,52972
110000210,173307,47800
110000211,89676,76437
110000212,49248,131662
110000213,49708,3483
110000214,55574,4187
110000215,20929,10688
110000216,16803,10149
110000217,72439,7014
110000218,26607,8042
110000219,61329,3023
110000220,6016,6671
110000221,73531,2382
110000222,8193,11655
110000223,1733,10289
110000224,451,548
110000225,18797,49534
110000226,33021,4760
110000227,46446,79197
110000228,43911,9879
110000229,30,7478
110000230,56060,71396
110000231,26438,31626
110000232,17466,21300
110000233,12801,54215
110000234,35467,90912
110000235,88747,70831
110000236,93215,47750
110000237,266447,131426
110000238,84481,85948
110000239,191715,74236
110000240,1847,4389
110000242,5,1433
110000243,27035,5070
110000244,7978,28611
110000245,3595,22298
110000246,120900,43887
110000247,95257,228183
110000248,95250,67664
110000249,17841,495
110000250,1458,30715
110000251,47254,18787
110000252,50433,12678
110000253,198926,34608
110000254,68711,45740
110000255,17198,46219
110000256,72260,21362
110000257,32045,25500
110000258,722,32128
110000259,37062,2117
110000260,8809,8496
110000263,64458,3522
110000264,70876,23402
110000265,112962,127814
110000266,91894,162151
110000267,2368,5167
110000268,18200,11686
110000269,459,5421
110000270,9536,205
110000271,115219,12238
110000272,95439,79823
110000273,115815,84249
110000274,19041,332068
110000275,121647,76396
110000276,27717,88230
110000277,38223,45318
110000278,43400,63205
110000279,77805,44243
110000280,82807,41449
110000281,9488,12871
110000282,15690,2618
110000283,2817,5564
110000284,2024,2429
110000285,58,22864
110000286,1338,52
110000287,10297,925
110000288,321,7626
110000289,37371,293642
110000290,41995,72515
110000291,266751,77478
110000292,72269,744092
110000293,59074,36875
110000294,188288,190613
110000295,17327,44668
110000296,73362,28674
110000297,272673,17934
110000298,15993,39533
110000299,22091,5189
110000301,59076,2044
110000302,73265,140730
110000303,75654,1040
110000304,36604,26047
110000305,188166,1916
110000306,42817,55947
110000307,260762,540
110000308,39586,484
110000309,194,42744
110000310,107056,2809
110000311,542,29026
110000312,56390,4745
110000313,177575,162168
110000314,95,13682
110000315,122431,131481
110000316,39181,76073
110000317,15264,111226
110000318,323,11072
110000319,1829,1690
110000320,3128,5303
110000321,9115,4737
110000322,24377,36268
110000323,74574,17290
110000324,198450,105174
110000325,113892,470550
110000327,25408,16751
110000328,9241,34847
110000333,124175,140997
110000334,36151,120356
110000335,71462,32469
110000336,50250,104492
110000337,185108,56971
110000338,55876,31729
110000339,47464,21277
110000340,3806,16762
110000341,69389,26436
110000342,8974,371
110000343,3,671
110000344,7039,89626
110000345,11993,83017
110000346,104212,163869
110000347,137037,55815
110000348,5225,2151
110000349,3066,1519
110000350,8487,197
110000351,130035,34700
110000352,71184,193745
110000353,238770,29460
110000354,117021,471386
110000355,18701,2821
110000356,66596,2199
110000357,80893,930
110000361,2361,1231
110000362,23727,592
110000363,89046,6088
110000364,34867,22152
110000365,12881,54
110000366,33,12958
110000367,53239,11988
110000368,402,6302
110000369,7935,353
110000373,181,43843
110000374,9882,3057
110000375,17218,77329
110000376,5280,8479
110000377,10068,33564
110000378,1466,34755
110000379,162114,331361
110000380,13629,738
110000383,656,53079
110000384,70626,16496
110000385,38,10314
110000387,10684,429
110000388,5228,11161
110000389,97794,679
110000391,86004,32563
110000396,30164,8133
110000397,16321,2651
110000398,2129,2067
110000399,26609,1029
110000587,18776,24906
110000589,25472,10573
110000640,24551,2345
110000652,729,43626
110000653,46415,23813
110000654,2077,61939
110000656,30,16778
110000674,3390,1649
110000675,663,2285
110000676,210,2563
110000679,16946,96260
110000682,12564,17904
110000683,26784,24006
110000684,142,3929
110000685,575,1550
110000686,70,8683
110000687,1609,427
110000688,1543,60277
110000689,10433,1862
110000692,1586,22270
110000693,2210,45990
110000694,34,10473
110000695,14298,65216
110000696,5942,3725
110000698,9082,40140
110000699,13909,21759
110900001,32984,862
110900002,24255,25144
110900003,167946,13859
110900004,63240,2237
110900005,93225,436275
110900006,9489,3860
110900007,28607,11277
110900008,1179,2002
110900009,31307,55598
110900010,1009,1256
110900011,2418,5235
110900012,1796,3248
110900013,121160,6704
110900014,73992,3213
110900015,20590,55988
110900016,8277,6491
110900017,58694,2421
110900018,29202,1946
110900019,71420,1335
110900020,22136,7773
110900021,9822,25118
110900022,5097,8221
110900023,3069,28820
110900024,9683,10186
110900025,824,2471
110900027,3666,6095
110900028,1989,3502
110900029,1531,7612
110900030,2454,5465
110900031,1576,10857
110900032,18,2248
110900033,2919,7395
110900035,2494,35656
110900036,15980,412
110900037,16461,598
110900038,25122,8732
110900039,424,17534
110900040,20749,1100
110900041,1607,3534
110900042,13182,3945
110900043,245,3579
110900044,13591,3097
110900045,7662,12665
110900046,630,8075
110900047,8232,43069
110900049,13971,8732
110900050,2923,146
110900052,2809,27942
110900053,15354,763
110900054,2545,10807
110900055,1602,68
110900056,5682,5875
110900057,1720,10442
110900058,36819,4449
110900059,37832,16040
110900060,32161,8724
110900061,1558,2452
110900062,20911,4393
110900063,3054,3787
110900064,1382,11
110900065,7196,11413
110900066,908,2642
110900067,6357,44083
110900068,20610,8374
110900069,384,558
110900070,23421,3074
110900071,7383,80757
110900073,18,722
110900074,77014,8033
110900075,55283,3599
110900077,158053,28262
110900078,17373,1924
110900079,87448,110072
110900080,23036,5347
110900081,1596,1218
110900082,25884,4393
110900083,10686,2340
110900084,13168,1532
110900085,6525,7988
110900086,5322,22232
110900087,36681,12599
110900088,410,26
110900090,1410,6712
110900091,85,1002
110900093,15714,5705
110900095,3735,1265
110900097,2728,1441
110900098,2358,4067
110900099,2727,16458
110900100,5,1438
110900102,8544,1902
110900105,103653,6777
110900108,1614,1643
110900111,58973,4115
110900112,65688,850
110900113,21913,9149
110900115,390,3521
110900116,155465,46413
110900118,6747,459433
110900119,98865,9430
110900120,15856,4209
110900121,8223,111
110900122,49341,13584
110900125,37474,83624
110900127,22943,102874
110900128,13247,57349
110900129,10765,83633
110900130,23468,61201
110900131,33401,26024
110900132,56787,5394
110900133,6827,28361
110900135,3854,10284
110900136,43812,2663
110900137,431,22
110900138,10894,30953
110900139,158,20341
110900140,418,41
110900141,3046,24590
110900142,3537,4999
110900143,22704,2772
110900144,57,13362
110900145,17357,9016
110900146,14112,31302
110900147,6626,35205
110900148,75,18526
110900149,169,4068
110900150,4015,1332
110900151,320,4394
110900152,1095,1052
110900153,25168,2506
111000001,204892,79320
111000002,71763,66468
111000003,349667,124093
111000004,62001,84154
111000005,198418,186765
111000006,96099,214214
111000007,443143,657991
111000008,284433,346130
111000009,34619,74962
111000010,152786,36052
111000011,33201,89814
111000012,51763,79363
111000013,58214,120858
111000014,243117,70772
111000017,7076,62590
111000018,15368,29881
111000020,51769,81243
111000021,4711,9380
111000023,11084,19810
111000025,345637,329405
111000029,9894,8564
111000030,2649,5150
111000031,142462,51779
111000032,59152,47337
111000033,19435,9696
111000034,6392,21696
111000037,311573,120055
111000038,224058,127916
111000039,164067,116467
111000040,142133,88857
111000041,62673,61871
111000042,204850,202103
111000043,191806,625812
111000044,190531,66955
111000045,340482,167390
111000046,249025,154075
111000047,294475,678487
111000049,53761,34400
111000050,110443,56962
111000051,59484,64521
111000052,50483,123702
111000053,22740,44658
111000054,32031,50834
111000055,94003,112064
111000056,19954,88605
111000057,19468,26759
111000058,98611,8393
111000059,83508,33667
111000060,570730,93011
111000061,102934,30518
111000062,141836,52524
111000063,142816,131509
111000064,116645,43235
111000065,153681,72772
111000066,91803,29576
111000067,140911,28092
111000068,104891,44242
111000069,116567,120919
111000070,81404,40074
111000071,24427,22502
111000072,161054,69406
111000073,27017,203938
111000074,168582,126243
111000075,72589,56292
111000076,84792,79458
111000077,92890,74859
111000078,154870,48046
111000079,74459,47644
111000080,73660,35298
111000081,130540,588875
111000082,99078,40196
111000084,96026,42214
111000085,122573,83531
111000086,158837,75616
111000087,86615,32538
111000088,385132,407602
111000089,82547,48674
111000090,45548,71586
111000091,70253,24835
111000092,219987,61566
111000093,116106,135738
111000094,191628,121511
111000095,107439,287864
111000096,80311,831488
111000097,219183,80064
111000098,32236,61346
111000099,41278,110238
111000100,49119,84884
111000101,40928,55617
111000102,25273,34857
111000104,108244,15797
111000107,13805,49285
111000109,102890,16408
111000110,162656,53012
111000111,428618,22471
111000112,290763,30790
111000113,78697,256900
111000114,118148,559879
111000115,229496,76232
111000116,90958,61166
111000117,27775,74135
111000118,68733,61613
111000119,172707,48886
111000120,69373,51364
111000121,31292,68502
111000122,52040,48468
111000123,136459,114593
111000124,47823,138075
111000125,43970,88396
111000126,17686,52165
111000127,163525,14771
111000128,385560,32505
111000129,427373,51329
111000130,363785,35764
111000131,359679,35065
111000132,268386,204551
111000133,19916,7555
111000134,24103,5104
111000135,9860,14768
111000136,51226,27310
111000138,7832,727
111000140,417,4037
111000141,15738,37845
111000142,906,15745
111000143,916,36092
111000144,5210,141576
111000145,9949,2138
111000146,15267,1648
111000147,12467,3202
111000148,13233,9938
111000149,3105,5219
111000150,37467,1330
111000151,928,5879
111000153,38646,27871
111000154,36036,15657
111000155,16008,10153
111000156,67957,26525
111000157,20372,45331
111000158,78388,58774
111000159,243306,86335
111000160,50689,24497
111000161,894,32516
111000162,1718,6500
111000163,119829,67441
111000164,35391,252318
111000165,56496,14278
111000166,27712,9291
111000167,12247,21529
111000168,21409,21568
111000169,35257,23704
111000170,26689,20495
111000171,46302,31578
111000172,25663,28407
111000173,39636,48894
111000174,45010,18238
111000175,9261,39173
111000176,78622,5325
111000177,133574,12673
111000178,241095,16495
111000179,78024,8596
111000180,35903,45704
111000181,228529,19230
111000182,36448,25837
111000183,30675,79626
111000184,41740,15624
111000185,47987,36806
111000186,34012,54804
111000187,28168,10805
111000188,58893,32073
111000189,29947,27938
111000190,27637,13166
111000191,26815,11770
111000192,19100,17935
111000193,35479,15349
111000194,9849,23260
111000195,16410,42355
111000196,12044,9677
111000197,99167,9637
111000198,87881,6977
111000199,50659,31054
111000200,91436,57764
111000201,123925,9966
111000202,62540,8917
111000203,60712,30803
111000204,45019,226912
111000213,33374,42281
111000214,157436,77605
111000215,132484,67412
111000217,152234,32106
111000218,222810,61635
111000219,33295,16365
111000220,81447,43118
111000221,27094,7919
111000224,5655,17139
111000225,74647,29939
111000226,13978,288
111000227,4928,321
111000228,4148,74954
111000229,2968,158873
111000230,17740,12681
111000231,119728,23909
111000232,97036,83810
111000233,198319,46098
111000234,24525,71822
111000239,6363,4657
111000240,6542,42691
111000241,8506,10686
111000242,33917,4749
111000243,19022,21411
111000244,111361,26241
111000245,84384,38405
111000246,84292,11280
111000247,66390,29508
111000248,85464,21284
111000249,67780,16985
111000250,10118,3886
111000251,7055,5409
111000253,6027,2784
111000255,15978,1110
111000257,10007,2850
111000260,6702,56723
111000261,206131,7463
111000271,9174,33269
111000273,40843,12644
111000274,131094,248209
111000275,24010,3060
111000276,32120,61949
111000277,35681,18015
111000278,36965,12991
111000291,274899,1424706
111000298,54449,16687
111000299,90475,19175
111000300,9335,35837
111000302,48225,5285
111000303,21028,8714
111000312,7707,4098
111000315,605,9326
111000320,19305,18409
111000321,46511,13152
111000322,56306,13115
111000323,46068,3517
111000324,25910,9667
111000325,5384,4159
111000326,22441,26952
111000327,41408,22365
111000328,37499,61590
111000329,125,4335
111000330,22378,1028
111000331,4380,739
111000332,41251,72648
111000334,25343,78195
111000335,149299,23940
111000337,249155,15018
111000338,14158,8862
111000339,93624,8881
111000340,15818,73064
111000341,242488,127357
111000342,6934,77233
111000344,131689,33595
111000345,7533,10270
111000346,2917,16024
111000347,25426,405
111000350,20546,15183
111000351,14115,37051
111000352,21938,12252
111000353,16669,19846
111000354,56935,20834
111000355,45562,46401
111000358,14067,43613
111000360,19583,17513
111000361,19967,9115
111000468,5,726
111000546,115455,52531
111000547,54169,50804
111000548,27904,16048
111000549,32868,14332
111000550,4887,61016
111000551,32533,9104
111000552,46541,15864
111000907,211871,3365
111000908,11552,180
111000916,309831,17478
111000917,8721,29188
111000918,22224,30098
111000920,115602,930
111000921,1409,10495
111000922,111136,8020
111000924,4556,26948
111000925,553508,221963
111000926,125606,142863
111000927,224863,512093
111000928,309554,126853
111000929,209528,98249
111000930,121285,164434
111000931,195588,151811
111000932,226154,95234
111000933,346212,300810
111000934,133245,122207
111000935,337824,103428
111000936,137094,90314
111000937,166943,130027
111000938,147761,79303
111000939,122206,3376
111000940,122738,4139
111000941,47368,45050
111000943,90414,23375
111000944,26135,14399
111000945,45749,98490
111001109,43276,73874
111001110,24997,23453
111001111,22324,1122
111001112,10906,1389
111001113,386,44123
111001114,53563,17169
111001115,2630,135491
111001116,207076,613213
111001117,10554,260121
111001120,13086,20208
111001121,32633,10682
111001122,37724,14086
111001123,56439,13282
111001124,21958,9406
111001125,1114,41499
111001126,745,15
111001127,23,4748
111001128,165014,35922
111001129,884,111869
111001130,6588,104339
111001131,6573,10348
111001132,34931,2104
111900001,235,3779
111900002,51,9013
111900003,56,6835
111900004,654,2523
111900006,2074,10666
111900007,39009,737
111900008,54363,214
111900009,36423,598
111900010,3810,12659
111900012,2180,2780
111900013,745,281
111900014,104529,633077
111900015,10,1254
111900016,36,2554
111900017,22,2467
111900018,26285,1596
111900019,190,14579
111900020,194,3473
111900021,1273,3072
111900022,821,1931
111900023,8722,3145
111900024,27946,17417
